HG02439;African_Caribbean;Africa
HG02280;African_Caribbean;Africa
HG02282;African_Caribbean;Africa
HG02420;African_Caribbean;Africa
HG02449;African_Caribbean;Africa
HG02451;African_Caribbean;Africa
HG02470;African_Caribbean;Africa
HG02545;African_Caribbean;Africa
HG02557;African_Caribbean;Africa
HG02307;African_Caribbean;Africa
HG02314;African_Caribbean;Africa
HG02321;African_Caribbean;Africa
HG02256;African_Caribbean;Africa
HG02317;African_Caribbean;Africa
HG02343;African_Caribbean;Africa
HG02489;African_Caribbean;Africa
HG02496;African_Caribbean;Africa
HG02511;African_Caribbean;Africa
HG02547;African_Caribbean;Africa
HG02554;African_Caribbean;Africa
HG02559;African_Caribbean;Africa
HG02477;African_Caribbean;Africa
HG02484;African_Caribbean;Africa
HG02580;African_Caribbean;Africa
HG01959;African_Caribbean;Africa
HG01985;African_Caribbean;Africa
HG01884;African_Caribbean;Africa
HG01889;African_Caribbean;Africa
HG01891;African_Caribbean;Africa
HG01896;African_Caribbean;Africa
HG01916;African_Caribbean;Africa
HG02111;African_Caribbean;Africa
HG02255;African_Caribbean;Africa
HG02010;African_Caribbean;Africa
HG02053;African_Caribbean;Africa
HG02445;African_Caribbean;Africa
HG02471;African_Caribbean;Africa
HG02476;African_Caribbean;Africa
HG02281;African_Caribbean;Africa
HG02541;African_Caribbean;Africa
HG02546;African_Caribbean;Africa
HG02558;African_Caribbean;Africa
HG02508;African_Caribbean;Africa
HG02419;African_Caribbean;Africa
HG02433;African_Caribbean;Africa
HG02577;African_Caribbean;Africa
HG02318;African_Caribbean;Africa
HG02325;African_Caribbean;Africa
HG02332;African_Caribbean;Africa
HG02337;African_Caribbean;Africa
ALB212;Albanian;Europe
Ale22;Aleut;Central Asia and Siberia
Ale20;Aleut;Central Asia and Siberia
altai363p;Altaian;Central Asia and Siberia
NA13616;Ami;East Asia
NA13607;Ami;East Asia
Armenian222;Armenian;West Eurasia
armenia293;Armenian;West Eurasia
NA13604;Atayal;East Asia
IHW9193;Australian;Oceania
IHW9118;Australian;Oceania
HGDP00062;Balochi;Central South Asia
HGDP00074;Balochi;Central South Asia
HGDP00086;Balochi;Central South Asia
HGDP00098;Balochi;Central South Asia
HGDP00078;Balochi;Central South Asia
HGDP00080;Balochi;Central South Asia
HGDP00092;Balochi;Central South Asia
HGDP00054;Balochi;Central South Asia
HGDP00066;Balochi;Central South Asia
HGDP00052;Balochi;Central South Asia
HGDP00057;Balochi;Central South Asia
HGDP00064;Balochi;Central South Asia
HGDP00076;Balochi;Central South Asia
HGDP00058;Balochi;South Asia
HGDP00088;Balochi;Central South Asia
HGDP00090;Balochi;South Asia
HGDP00056;Balochi;Central South Asia
HGDP00068;Balochi;Central South Asia
HGDP00070;Balochi;Central South Asia
HGDP00082;Balochi;Central South Asia
HGDP00094;Balochi;Central South Asia
HGDP00060;Balochi;Central South Asia
HGDP00072;Balochi;Central South Asia
HGDP00096;Balochi;Central South Asia
HGDP01035;Bantu_Herero;Africa
HGDP01028;Bantu_Herero;Africa
HGDP01419;Bantu_Kenya;Africa
HGDP01414;Bantu_Kenya;Africa
HGDP01406;Bantu_Kenya;Africa
HGDP01413;Bantu_Kenya;Africa
HGDP01418;Bantu_Kenya;Africa
HGDP01411;Bantu_Kenya;Africa
HGDP01416;Bantu_Kenya;Africa
HGDP01408;Bantu_Kenya;Africa
HGDP01415;Bantu_Kenya;Africa
HGDP01417;Bantu_Kenya;Africa
HGDP01405;Bantu_Kenya;Africa
HGDP01412;Bantu_Kenya;Africa
HGDP01033;Bantu_South_Africa;Africa
HGDP00994;Bantu_South_Africa;Africa
HGDP01031;Bantu_South_Africa;Africa
HGDP00993;Bantu_South_Africa;Africa
HGDP01034;Bantu_Tswana;Africa
HGDP01030;Bantu_Tswana;Africa
HGDP01363;Basque;Europe
HGDP01368;Basque;Europe
HGDP01370;Basque;Europe
HGDP01375;Basque;Europe
HGDP01365;Basque;Europe
HGDP01364;Basque;Europe
HGDP01374;Basque;Europe
HGDP01379;Basque;Europe
HGDP01362;Basque;Europe
HGDP01367;Basque;Europe
HGDP01358;Basque;Europe
HGDP01360;Basque;Europe
HGDP01372;Basque;Europe
HGDP01377;Basque;Europe
HGDP01376;Basque;Europe
HGDP01357;Basque;Europe
HGDP01369;Basque;Europe
HGDP01371;Basque;Europe
HGDP01373;Basque;Europe
HGDP01378;Basque;Europe
HGDP01380;Basque;Europe
HGDP01359;Basque;Europe
HGDP01361;Basque;Europe
HGDP01366;Basque;Europe
HGDP00613;Bedouin;Middle East
HGDP00618;Bedouin;Middle East
HGDP00620;Bedouin;Middle East
HGDP00625;Bedouin;Middle East
HGDP00632;Bedouin;Middle East
HGDP00637;Bedouin;Middle East
HGDP00644;Bedouin;Middle East
HGDP00649;Bedouin;Middle East
HGDP00651;Bedouin;Middle East
HGDP00636;Bedouin;Middle East
HGDP00643;Bedouin;Middle East
HGDP00648;Bedouin;Middle East
HGDP00701;Bedouin;Middle East
HGDP00612;Bedouin;Middle East
HGDP00624;Bedouin;Middle East
HGDP00629;Bedouin;Middle East
HGDP00631;Bedouin;Middle East
HGDP00608;Bedouin;Middle East
HGDP00610;Bedouin;Middle East
HGDP00615;Bedouin;Middle East
HGDP00622;Bedouin;Middle East
HGDP00627;Bedouin;Middle East
HGDP00634;Bedouin;Middle East
HGDP00639;Bedouin;Middle East
HGDP00641;Bedouin;Middle East
HGDP00646;Bedouin;Middle East
HGDP00653;Bedouin;Middle East
HGDP00607;Bedouin;Middle East
HGDP00638;Bedouin;Middle East
HGDP00640;Bedouin;Middle East
HGDP00645;Bedouin;Middle East
HGDP00614;Bedouin;Middle East
HGDP00619;Bedouin;Middle East
HGDP00621;Bedouin;Middle East
HGDP00626;Bedouin;Middle East
HGDP00642;Bedouin;Middle East
HGDP00647;Bedouin;Middle East
HGDP00654;Bedouin;Middle East
HGDP00609;Bedouin;Middle East
HGDP00611;Bedouin;Middle East
HGDP00623;Bedouin;Middle East
HGDP00628;Bedouin;Middle East
HGDP00630;Bedouin;Middle East
HGDP00635;Bedouin;Middle East
HGDP00650;Bedouin;Middle East
HGDP00616;Bedouin;Middle East
HG03009;Bengali;South Asia
HG03008;Bengali;South Asia
HG03600;Bengali;South Asia
HG03605;Bengali;South Asia
HG03617;Bengali;South Asia
HG03585;Bengali;South Asia
HG03799;Bengali;South Asia
HG03802;Bengali;South Asia
HG03807;Bengali;South Asia
HG03814;Bengali;South Asia
HG03821;Bengali;South Asia
HG03939;Bengali;South Asia
HG03941;Bengali;South Asia
HG03908;Bengali;South Asia
HG03910;Bengali;South Asia
HG03915;Bengali;South Asia
HG03922;Bengali;South Asia
HG03927;Bengali;South Asia
HG03934;Bengali;South Asia
HG03826;Bengali;South Asia
HG03833;Bengali;South Asia
HG03589;Bengali;South Asia
HG03596;Bengali;South Asia
HG03794;Bengali;South Asia
HG03903;Bengali;South Asia
HG03793;Bengali;South Asia
HG03825;Bengali;South Asia
HG03832;Bengali;South Asia
HG04134;Bengali;South Asia
HG04141;Bengali;South Asia
HG04146;Bengali;South Asia
HG04184;Bengali;South Asia
HG04189;Bengali;South Asia
HG03798;Bengali;South Asia
HG04191;Bengali;South Asia
HG03801;Bengali;South Asia
HG03806;Bengali;South Asia
HG03813;Bengali;South Asia
HG03604;Bengali;South Asia
HG03611;Bengali;South Asia
HG03616;Bengali;South Asia
HG04153;Bengali;South Asia
HG04158;Bengali;South Asia
HG04160;Bengali;South Asia
HG04133;Bengali;South Asia
HG04177;Bengali;South Asia
HG04140;Bengali;South Asia
HG03902;Bengali;South Asia
HG04152;Bengali;South Asia
HG04157;Bengali;South Asia
HG04164;Bengali;South Asia
HG04171;Bengali;South Asia
HG04176;Bengali;South Asia
HG03940;Bengali;South Asia
HG03907;Bengali;South Asia
HG03914;Bengali;South Asia
HG03919;Bengali;South Asia
HG03926;Bengali;South Asia
HG04183;Bengali;South Asia
HG04188;Bengali;South Asia
HG04195;Bengali;South Asia
HG03012;Bengali;South Asia
HG03007;Bengali;South Asia
HG03598;Bengali;South Asia
HG03606;Bengali;South Asia
HG03590;Bengali;South Asia
HG03595;Bengali;South Asia
HG03795;Bengali;South Asia
HG03593;Bengali;South Asia
HG03803;Bengali;South Asia
HG03808;Bengali;South Asia
HG03815;Bengali;South Asia
HG03909;Bengali;South Asia
HG03911;Bengali;South Asia
HG03916;Bengali;South Asia
HG03928;Bengali;South Asia
HG03930;Bengali;South Asia
HG03822;Bengali;South Asia
HG03834;Bengali;South Asia
HG03603;Bengali;South Asia
HG03904;Bengali;South Asia
HG03615;Bengali;South Asia
HG04128;Bengali;South Asia
HG03937;Bengali;South Asia
HG04135;Bengali;South Asia
HG04142;Bengali;South Asia
HG04147;Bengali;South Asia
HG03942;Bengali;South Asia
HG03901;Bengali;South Asia
HG03906;Bengali;South Asia
HG03824;Bengali;South Asia
HG03829;Bengali;South Asia
HG03831;Bengali;South Asia
HG03797;Bengali;South Asia
HG03800;Bengali;South Asia
HG03805;Bengali;South Asia
HG03812;Bengali;South Asia
HG03817;Bengali;South Asia
HG03913;Bengali;South Asia
HG03920;Bengali;South Asia
HG03925;Bengali;South Asia
HG04182;Bengali;South Asia
HG04187;Bengali;South Asia
HG04194;Bengali;South Asia
HG04132;Bengali;South Asia
HG04144;Bengali;South Asia
HG04149;Bengali;South Asia
HG04151;Bengali;South Asia
HG04156;Bengali;South Asia
HG04175;Bengali;South Asia
HG04185;Bengali;South Asia
HG04192;Bengali;South Asia
HG04159;Bengali;South Asia
HG04161;Bengali;South Asia
HG04173;Bengali;South Asia
HG04180;Bengali;South Asia
HG03006;Bengali;South Asia
HG03599;Bengali;South Asia
HG03602;Bengali;South Asia
HG03607;Bengali;South Asia
HG03587;Bengali;South Asia
HG03594;Bengali;South Asia
HG03796;Bengali;South Asia
HG03804;Bengali;South Asia
HG03809;Bengali;South Asia
HG03811;Bengali;South Asia
HG03816;Bengali;South Asia
HG03823;Bengali;South Asia
HG03830;Bengali;South Asia
HG04131;Bengali;South Asia
HG04136;Bengali;South Asia
HG04148;Bengali;South Asia
HG03905;Bengali;South Asia
HG03917;Bengali;South Asia
HG03924;Bengali;South Asia
HG03929;Bengali;South Asia
HG03931;Bengali;South Asia
HG04186;Bengali;South Asia
HG04193;Bengali;South Asia
HG04150;Bengali;South Asia
HG04155;Bengali;South Asia
HG04162;Bengali;South Asia
HG04174;Bengali;South Asia
HG04181;Bengali;South Asia
HGDP01172;Bergamo;Europe
HGDP01153;Bergamo;Europe
HGDP01173;Bergamo;Europe
HGDP01177;Bergamo;Europe
HGDP01149;Bergamo;Europe
HGDP01151;Bergamo;Europe
HGDP01156;Bergamo;Europe
HGDP01155;Bergamo;Europe
HGDP01174;Bergamo;Europe
HGDP01152;Bergamo;Europe
HGDP01157;Bergamo;Europe
HGDP01171;Bergamo;Europe
HGDP00473;Biaka;Africa
HGDP00454;Biaka;Africa
HGDP00459;Biaka;Africa
HGDP00466;Biaka;Africa
HGDP00985;Biaka;Africa
HGDP00472;Biaka;Africa
HGDP00453;Biaka;Africa
HGDP00458;Biaka;Africa
HGDP00460;Biaka;Africa
HGDP00461;Biaka;Africa
HGDP00465;Biaka;Africa
HGDP01090;Biaka;Africa
HGDP00457;Biaka;Africa
HGDP00470;Biaka;Africa
HGDP00475;Biaka;Africa
HGDP01086;Biaka;Africa
HGDP00479;Biaka;Africa
HGDP00455;Biaka;Africa
HGDP00452;Biaka;Africa
HGDP00464;Biaka;Africa
HGDP00469;Biaka;Africa
HGDP00981;Biaka;Africa
HGDP00986;Biaka;Africa
HGDP01092;Biaka;Africa
HGDP01087;Biaka;Africa
HGDP01094;Biaka;Africa
HGDP00663;Bougainville;Oceania
HGDP00788;Bougainville;Oceania
HGDP00491;Bougainville;Oceania
HGDP00655;Bougainville;Oceania
HGDP00662;Bougainville;Oceania
HGDP01027;Bougainville;Oceania
HGDP00656;Bougainville;Oceania
HGDP00787;Bougainville;Oceania
HGDP00660;Bougainville;Oceania
HGDP00664;Bougainville;Oceania
HGDP00823;Bougainville;Oceania
HGDP00490;Bougainville;Oceania
HGDP00661;Bougainville;Oceania
B17;Brahmin;South Asia
B11;Brahmin;South Asia
HGDP00031;Brahui;Central South Asia
HGDP00043;Brahui;Central South Asia
HGDP00005;Brahui;Central South Asia
HGDP00017;Brahui;Central South Asia
HGDP00029;Brahui;Central South Asia
HGDP00035;Brahui;Central South Asia
HGDP00047;Brahui;Central South Asia
HGDP00009;Brahui;Central South Asia
HGDP00011;Brahui;Central South Asia
HGDP00023;Brahui;Central South Asia
HGDP00027;Brahui;South Asia
HGDP00007;Brahui;Central South Asia
HGDP00021;Brahui;Central South Asia
HGDP00033;Brahui;Central South Asia
HGDP00045;Brahui;Central South Asia
HGDP00019;Brahui;South Asia
HGDP00001;Brahui;Central South Asia
HGDP00013;Brahui;Central South Asia
HGDP00025;Brahui;Central South Asia
HGDP00037;Brahui;Central South Asia
HGDP00049;Brahui;Central South Asia
HGDP00003;Brahui;Central South Asia
HGDP00015;Brahui;Central South Asia
HGDP00039;Brahui;Central South Asia
HGDP00041;Brahui;Central South Asia
HG00098;British;Europe
HG00101;British;Europe
HG00106;British;Europe
HG00113;British;Europe
HG00118;British;Europe
HG00120;British;Europe
HG00125;British;Europe
HG00132;British;Europe
HG00137;British;Europe
HG00144;British;Europe
HG00149;British;Europe
HG00151;British;Europe
HG00156;British;Europe
HG00233;British;Europe
HG00238;British;Europe
HG00240;British;Europe
HG00245;British;Europe
HG00148;British;Europe
HG00150;British;Europe
HG00155;British;Europe
HG00232;British;Europe
HG00237;British;Europe
HG00244;British;Europe
HG00249;British;Europe
HG00251;British;Europe
HG00256;British;Europe
HG00263;British;Europe
HG00252;British;Europe
HG00257;British;Europe
HG00264;British;Europe
HG00097;British;Europe
HG00100;British;Europe
HG00105;British;Europe
HG00112;British;Europe
HG00117;British;Europe
HG00124;British;Europe
HG00129;British;Europe
HG00131;British;Europe
HG00136;British;Europe
HG00143;British;Europe
HG02215;British;Europe
HG00145;British;Europe
HG00152;British;Europe
HG00157;British;Europe
HG00234;British;Europe
HG00239;British;Europe
HG00246;British;Europe
HG00253;British;Europe
HG00258;British;Europe
HG00260;British;Europe
HG00265;British;Europe
HG00147;British;Europe
HG00154;British;Europe
HG00159;British;Europe
HG00231;British;Europe
HG00236;British;Europe
HG00243;British;Europe
HG00248;British;Europe
HG00250;British;Europe
HG00255;British;Europe
HG00262;British;Europe
HG00099;British;Europe
HG00102;British;Europe
HG00107;British;Europe
HG00114;British;Europe
HG00119;British;Europe
HG00121;British;Europe
HG00126;British;Europe
HG00133;British;Europe
HG00138;British;Europe
HG00140;British;Europe
HG00096;British;Europe
HG00104;British;Europe
HG00109;British;Europe
HG00111;British;Europe
HG00116;British;Europe
HG00123;British;Europe
HG00128;British;Europe
HG00130;British;Europe
HG00135;British;Europe
HG00142;British;Europe
HG01789;British;Europe
HG01791;British;Europe
HG00141;British;Europe
HG00146;British;Europe
HG00153;British;Europe
HG00158;British;Europe
HG00160;British;Europe
HG00235;British;Europe
HG00242;British;Europe
HG00247;British;Europe
HG00254;British;Europe
HG00259;British;Europe
HG00261;British;Europe
HG00103;British;Europe
HG00108;British;Europe
HG00110;British;Europe
HG00115;British;Europe
HG00122;British;Europe
HG00127;British;Europe
HG00134;British;Europe
HG00139;British;Europe
HG01334;British;Europe
HG01790;British;Europe
HG04301;British;Europe
HG04303;British;Europe
HG04302;British;Europe
BulgarianB4;Bulgarian;Europe
BulgarianC1;Bulgarian;Europe
Bu16;Burmese;East Asia
Bu5;Burmese;East Asia
HGDP00341;Burusho;Central South Asia
HGDP00346;Burusho;Central South Asia
HGDP00372;Burusho;Central South Asia
HGDP00423;Burusho;Central South Asia
HGDP00364;Burusho;Central South Asia
HGDP00371;Burusho;Central South Asia
HGDP00376;Burusho;Central South Asia
HGDP00388;Burusho;Central South Asia
HGDP00428;Burusho;South Asia
HGDP00338;Burusho;South Asia
HGDP00444;Burusho;Central South Asia
HGDP00359;Burusho;Central South Asia
HGDP00392;Burusho;Central South Asia
HGDP00397;Burusho;Central South Asia
HGDP00412;Burusho;Central South Asia
HGDP00417;Burusho;Central South Asia
HGDP00433;Burusho;Central South Asia
HGDP00438;Burusho;Central South Asia
HGDP00445;Burusho;Central South Asia
HGDP00351;Burusho;Central South Asia
HGDP00356;Burusho;Central South Asia
HGDP00382;Burusho;Central South Asia
HGDP00402;Burusho;Central South Asia
HGDP00407;Burusho;Central South Asia
HGDP00714;Cambodian;East Asia
HGDP00719;Cambodian;East Asia
HGDP00721;Cambodian;East Asia
HGDP00720;Cambodian;East Asia
HGDP00713;Cambodian;East Asia
HGDP00717;Cambodian;East Asia
HGDP00711;Cambodian;East Asia
HGDP00716;Cambodian;East Asia
HGDP00715;Cambodian;East Asia
HGDP00712;Cambodian;East Asia
NA10865;CEPH;Europe
NA11832;CEPH;Europe
NA11882;CEPH;Europe
NA11894;CEPH;Europe
NA11919;CEPH;Europe
NA11933;CEPH;Europe
NA11995;CEPH;Europe
NA12006;CEPH;Europe
NA12044;CEPH;Europe
NA12056;CEPH;Europe
NA12145;CEPH;Europe
NA12234;CEPH;Europe
NA12239;CEPH;Europe
NA12272;CEPH;Europe
NA12335;CEPH;Europe
NA12342;CEPH;Europe
NA12347;CEPH;Europe
NA12400;CEPH;Europe
NA12708;CEPH;Europe
NA12739;CEPH;Europe
NA12753;CEPH;Europe
NA12760;CEPH;Europe
NA12777;CEPH;Europe
NA12828;CEPH;Europe
NA12830;CEPH;Europe
NA06984;CEPH;Europe
NA06989;CEPH;Europe
NA06991;CEPH;Europe
NA07014;CEPH;Europe
NA07019;CEPH;Europe
NA07045;CEPH;Europe
NA07348;CEPH;Europe
NA10839;CEPH;Europe
NA10846;CEPH;Europe
NA10853;CEPH;Europe
NA10860;CEPH;Europe
NA12842;CEPH;Europe
NA12873;CEPH;Europe
NA12878;CEPH;Europe
NA12892;CEPH;Europe
NA10864;CEPH;Europe
NA11829;CEPH;Europe
NA11831;CEPH;Europe
NA11843;CEPH;Europe
NA11881;CEPH;Europe
NA11893;CEPH;Europe
NA11918;CEPH;Europe
NA11920;CEPH;Europe
NA11932;CEPH;Europe
NA11994;CEPH;Europe
NA12005;CEPH;Europe
NA12043;CEPH;Europe
NA12144;CEPH;Europe
NA12156;CEPH;Europe
NA12264;CEPH;Europe
NA12283;CEPH;Europe
NA12341;CEPH;Europe
NA12865;CEPH;Europe
NA12872;CEPH;Europe
NA12877;CEPH;Europe
NA12889;CEPH;Europe
NA12891;CEPH;Europe
NA12485;CEPH;Europe
NA12707;CEPH;Europe
NA12740;CEPH;Europe
NA12752;CEPH;Europe
NA12776;CEPH;Europe
NA12815;CEPH;Europe
NA12827;CEPH;Europe
NA06995;CEPH;Europe
NA07037;CEPH;Europe
NA07051;CEPH;Europe
NA07056;CEPH;Europe
NA07347;CEPH;Europe
NA10838;CEPH;Europe
NA10840;CEPH;Europe
NA10845;CEPH;Europe
NA10852;CEPH;Europe
NA10857;CEPH;Europe
NA12236;CEPH;Europe
NA12343;CEPH;Europe
NA12348;CEPH;Europe
NA12386;CEPH;Europe
NA12413;CEPH;Europe
NA06994;CEPH;Europe
NA12716;CEPH;Europe
NA07000;CEPH;Europe
NA12761;CEPH;Europe
NA07029;CEPH;Europe
NA12766;CEPH;Europe
NA07031;CEPH;Europe
NA12778;CEPH;Europe
NA07048;CEPH;Europe
NA12812;CEPH;Europe
NA07055;CEPH;Europe
NA12817;CEPH;Europe
NA07346;CEPH;Europe
NA12829;CEPH;Europe
NA07435;CEPH;Europe
NA12843;CEPH;Europe
NA10837;CEPH;Europe
NA12874;CEPH;Europe
NA10851;CEPH;Europe
NA10856;CEPH;Europe
NA10863;CEPH;Europe
NA11840;CEPH;Europe
NA12045;CEPH;Europe
NA12057;CEPH;Europe
NA12146;CEPH;Europe
NA12273;CEPH;Europe
NA12329;CEPH;Europe
NA12336;CEPH;Europe
NA06985;CEPH;Europe
NA10835;CEPH;Europe
NA10842;CEPH;Europe
NA10847;CEPH;Europe
NA10854;CEPH;Europe
NA10859;CEPH;Europe
NA10861;CEPH;Europe
