Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_P-value	diff	greater_AF_in
ABCA5	0.0	0	2152	1.5489e-05	1	64598	1967.99999999834	0.0	1.0	ABCA5	37.06	37.060001373291016	37.06	100.0	100.0	100.0	99.89	99.88999938964844	99.89	PASS	-0.0	-3.2940250940949563	-1.5489e-05	NFE
ABCB4	0.0	0	2152	0.0003410763	22	64598	1575.84970524008	0.0	1.0	ABCB4	34.33	34.33000183105469	34.33	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.1975147948176095	-0.0003410763	NFE
ABCC2	0.001394052	3	2152	0.0015795192	102	64598	1967.99999999998	-0.180201097351557	1.0	ABCC2	35.83	35.83000183105469	35.83	100.0	100.0	100.0	99.58	99.58000183105467	99.58	PASS	-0.0	-3.294025094095318	-0.0001854672	NFE
ABCD3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ABCD3	34.65	34.650001525878906	34.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
AC008878.3	0.0	0	2152	7.74392e-05	5	64598	1967.99999999999	0.0	1.0											PASS	-0.0	-3.2940250940953204	-7.74392e-05	NFE
ABCD4	0.0	0	2152	0.0001084026	7	64598	1967.99999999942	0.0	1.0	ABCD4	36.79	36.790000915527344	36.79	100.0	100.0	100.0	99.3	99.3000030517578	99.3	PASS	-0.0	-3.2940250940951947	-0.0001084026	NFE
ABHD12	0.0	0	2152	3.09694e-05	2	64598	1967.9999999999	0.0	1.0	ABHD12	40.84	40.84000015258789	40.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09694e-05	NFE
ABHD5	0.0	0	2152	6.19867e-05	4	64598	1967.99999998629	0.0	1.0	ABHD5	38.1	38.09999847412109	38.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19867e-05	NFE
AC001226.2	0.0	0	2152	0.0002322717	15	64598	1967.99999999973	0.0	1.0											PASS	-0.0	-3.294025094095263	-0.0002322717	NFE
AC008750.8	0.0	0	2152	4.64617e-05	3	64598	1967.99999999687	0.0	1.0											PASS	-0.0	-3.294025094094632	-4.64617e-05	NFE
AC008878.2	0.0	0	2152	6.19867e-05	4	64598	1967.99999998629	0.0	1.0											PASS	-0.0	-3.294025094092297	-6.19867e-05	NFE
AC126283.2	0.0	0	2152	9.2956e-05	6	64598	1967.99999999033	0.0	1.0											PASS	-0.0	-3.2940250940931888	-9.2956e-05	NFE
ACAD11	0.0	0	2152	1.54875e-05	1	64598	1967.99999999834	0.0	1.0	ACAD11	37.65	37.650001525878906	37.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54875e-05	NFE
ACAD8	0.0	0	2152	7.74329e-05	5	64598	1967.99999999999	0.0	1.0	ACAD8	33.18	33.18000030517578	33.18	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-7.74329e-05	NFE
ADAMTSL2	0.0	0	2152	6.23217e-05	4	64598	1967.99999998629	0.0	1.0	ADAMTSL2	42.96	42.959999084472656	42.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.23217e-05	NFE
ADAM9	0.0	0	2152	4.6177e-05	3	64598	1967.99999999687	0.0	1.0	ADAM9	38.56	38.560001373291016	38.56	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.6177e-05	NFE
ADAMTS10	0.0	0	2152	6.19574e-05	4	64598	1967.99999998629	0.0	1.0	ADAMTS10	39.91	39.90999984741211	39.91	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19574e-05	NFE
ADAMTS17	0.0	0	2152	3.09751e-05	2	64598	1967.9999999999	0.0	1.0	ADAMTS17	40.7	40.70000076293945	40.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09751e-05	NFE
ADAMTS18	0.0	0	2152	0.0003407418	22	64598	1575.84970524008	0.0	1.0	ADAMTS18	36.82	36.81999969482422	36.82	100.0	100.0	100.0	99.7	99.6999969482422	99.7	PASS	-0.0	-3.1975147948176095	-0.0003407418	NFE
ADAMTS2	0.0	0	2152	6.20419e-05	4	64598	1967.99999998629	0.0	1.0	ADAMTS2	40.87	40.869998931884766	40.87	100.0	100.0	100.0	99.35	99.3499984741211	99.35	PASS	-0.0	-3.294025094092297	-6.20419e-05	NFE
ADAMTS3	0.0	0	2152	1.54861e-05	1	64598	1967.99999999834	0.0	1.0	ADAMTS3	37.09	37.09000015258789	37.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54861e-05	NFE
ADAR	0.0	0	2152	4.64867e-05	3	64598	1967.99999999687	0.0	1.0	ADAR	34.66	34.65999984741211	34.66	100.0	100.0	100.0	99.46	99.45999908447266	99.46	PASS	-0.0	-3.294025094094632	-4.64867e-05	NFE
ACADS	0.0	0	2152	0.0002943066	19	64598	1739.55650767795	0.0	1.0	ACADS	47.32	47.31999969482422	47.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2404385409158127	-0.0002943066	NFE
ADARB1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ADARB1	39.82	39.81999969482422	39.82	100.0	100.0	100.0	98.93	98.93000030517578	98.93	PASS	-0.0	0.0	0.0	NFE
ADAT3	0.0	0	2152	1.5489e-05	1	64598	1967.99999999834	0.0	1.0	ADAT3	47.0	47.0	47.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.5489e-05	NFE
ADCY1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ADCY1	39.4	39.400001525878906	39.4	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ADCY3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ADCY3	41.36	41.36000061035156	41.36	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ADCY6	0.0	0	2152	1.5489e-05	1	64598	1967.99999999834	0.0	1.0	ADCY6	41.56	41.560001373291016	41.56	100.0	100.0	100.0	97.95	97.9499969482422	97.95	PASS	-0.0	-3.2940250940949563	-1.5489e-05	NFE
ADD3	0.0	0	2152	1.5489e-05	1	64598	1967.99999999834	0.0	1.0	ADD3	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.5489e-05	NFE
ADAM22	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ADAM22	37.62	37.619998931884766	37.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ADAM17	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ADAM17	33.35	33.349998474121094	33.35	100.0	100.0	100.0	95.09	95.08999633789062	95.09	PASS	-0.0	0.0	0.0	NFE
ACY1	0.0	0	2152	0.0003562894	23	64598	1526.62583382596	0.0	1.0	ACY1	37.36	37.36000061035156	37.36	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.183732607313973	-0.0003562894	NFE
ACTL6B	0.0	0	2152	7.74632e-05	5	64598	1967.99999999999	0.0	1.0	ACTL6B	39.84	39.84000015258789	39.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-7.74632e-05	NFE
ACP5	0.0	0	2152	0.0001239071	8	64598	1967.99999999027	0.0	1.0	ACP5	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.86	99.86000061035156	99.86	PASS	-0.0	-3.2940250940931755	-0.0001239071	NFE
ACP4	0.0	0	2152	4.64646e-05	3	64598	1967.99999999687	0.0	1.0	ACP4	42.37	42.369998931884766	42.37	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64646e-05	NFE
ACP2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ACP2	41.7	41.70000076293945	41.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ACOX2	0.0	0	2152	9.29109e-05	6	64598	1967.99999999033	0.0	1.0	ACOX2	38.32	38.31999969482422	38.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931888	-9.29109e-05	NFE
ACOX1	0.0	0	2152	6.19603e-05	4	64598	1967.99999998629	0.0	1.0	ACOX1	38.74	38.7400016784668	38.74	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19603e-05	NFE
ACO2	0.0	0	2152	4.64823e-05	3	64598	1967.99999999687	0.0	1.0	ACO2	38.25	38.25	38.25	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64823e-05	NFE
ACER3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ACER3	36.35	36.34999847412109	36.35	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	-0.0	0.0	0.0	NFE
ACE	0.0	0	2152	0.0002328799	15	64598	1967.99999999973	0.0	1.0	ACE	39.64	39.63999938964844	39.64	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094095263	-0.0002328799	NFE
ACBD5	0.0	0	2152	7.74689e-05	5	64598	1967.99999999999	0.0	1.0	ACBD5	37.75	37.75	37.75	100.0	100.0	100.0	99.15	99.1500015258789	99.15	PASS	-0.0	-3.2940250940953204	-7.74689e-05	NFE
ACAT1	0.0	0	2152	0.000340731	22	64598	1575.84970524008	0.0	1.0	ACAT1	34.84	34.84000015258789	34.84	100.0	100.0	100.0	98.32	98.31999969482422	98.32	PASS	-0.0	-3.1975147948176095	-0.000340731	NFE
ACAN	0.0	0	2152	1.54837e-05	1	64598	1967.99999999834	0.0	1.0	ACAN	33.91	33.90999984741211	33.91	89.86	89.86000061035156	89.86	85.49	85.48999786376953	85.49	LOW_DP	-0.0	-3.2940250940949563	-1.54837e-05	NFE
ACADVL	0.0	0	2152	4.64757e-05	3	64598	1967.99999999687	0.0	1.0	ACADVL	38.4	38.400001525878906	38.4	100.0	100.0	100.0	99.0	99.0	99.0	PASS	-0.0	-3.294025094094632	-4.64757e-05	NFE
ACADSB	0.0	0	2152	6.19641e-05	4	64598	1967.99999998629	0.0	1.0	ACADSB	36.87	36.869998931884766	36.87	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19641e-05	NFE
AP4M1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	AP4M1	40.38	40.380001068115234	40.38	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
AP5Z1	0.0	0	2152	0.0003406886	22	64598	1575.84970524008	0.0	1.0	AP5Z1	43.56	43.560001373291016	43.56	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.1975147948176095	-0.0003406886	NFE
APC2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	APC2	43.86	43.86000061035156	43.86	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
C2CD3	0.0	0	2152	0.000340716	22	64598	1575.84970524008	0.0	1.0	C2CD3	35.69	35.689998626708984	35.69	100.0	100.0	100.0	99.52	99.5199966430664	99.52	PASS	-0.0	-3.1975147948176095	-0.000340716	NFE
C1QA	0.0	0	2152	9.29426e-05	6	64598	1967.99999999033	0.0	1.0	C1QA	41.92	41.91999816894531	41.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931888	-9.29426e-05	NFE
C1QB	0.0	0	2152	1.54952e-05	1	64598	1967.99999999834	0.0	1.0	C1QB	37.54	37.540000915527344	37.54	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54952e-05	NFE
C1QBP	0.0	0	2152	7.7441e-05	5	64598	1967.99999999999	0.0	1.0	C1QBP	37.32	37.31999969482422	37.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-7.7441e-05	NFE
C1QC	0.0	0	2152	0.0001084302	7	64598	1967.99999999942	0.0	1.0	C1QC	34.84	34.84000015258789	34.84	100.0	100.0	100.0	99.49	99.48999786376952	99.49	PASS	-0.0	-3.2940250940951947	-0.0001084302	NFE
C1orf167	0.0	0	2152	0.0002943998	19	64598	1739.55650767795	0.0	1.0	C1orf167	38.85	38.84999847412109	38.85	100.0	100.0	100.0	99.89	99.88999938964844	99.89	PASS	-0.0	-3.2404385409158127	-0.0002943998	NFE
C1orf50	0.0	0	2152	4.64579e-05	3	64598	1967.99999999687	0.0	1.0	C1orf50	36.3	36.29999923706055	36.3	100.0	100.0	100.0	99.61	99.61000061035156	99.61	PASS	-0.0	-3.294025094094632	-4.64579e-05	NFE
C3	0.0	0	2152	3.09991e-05	2	64598	1967.9999999999	0.0	1.0	C3	36.68	36.68000030517578	36.68	100.0	100.0	100.0	99.79	99.79000091552734	99.79	PASS	-0.0	-3.2940250940953004	-3.09991e-05	NFE
C12orf65	0.0	0	2152	0.0004491426	29	64598	1274.57799113767	0.0	1.0	C12orf65	38.4	38.755001068115234	39.11	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.1053664149990277	-0.0004491426	NFE
C4A	0.0	0	0	0.0	0	0	0.0	0.0	1.0	C4A	12.77	12.770000457763672	12.77	31.39	31.38999938964844	31.39	23.72	23.71999931335449	23.72	LOW_DP	-0.0	0.0	0.0	NFE
C5	0.0	0	2152	3.09866e-05	2	64598	1967.9999999999	0.0	1.0	C5	36.63	36.630001068115234	36.63	100.0	100.0	100.0	99.36	99.36000061035156	99.36	PASS	-0.0	-3.2940250940953004	-3.09866e-05	NFE
C8A	0.0	0	2152	6.19444e-05	4	64598	1967.99999998629	0.0	1.0	C8A	35.92	35.91999816894531	35.92	100.0	100.0	100.0	98.62	98.62000274658205	98.62	PASS	-0.0	-3.294025094092297	-6.19444e-05	NFE
C8orf37	0.0	0	2152	1.54866e-05	1	64598	1967.99999999834	0.0	1.0	C8orf37	39.35	39.34999847412109	39.35	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54866e-05	NFE
C9orf116	0.0	0	2152	4.64665e-05	3	64598	1967.99999999687	0.0	1.0	C9orf116	41.29	41.290000915527344	41.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64665e-05	NFE
CA12	0.0	0	2152	1.54871e-05	1	64598	1967.99999999834	0.0	1.0	CA12	35.29	35.290000915527344	35.29	100.0	100.0	100.0	97.77	97.7699966430664	97.77	PASS	-0.0	-3.2940250940949563	-1.54871e-05	NFE
C14orf39	0.0	0	0	0.0	0	0	0.0	0.0	1.0	C14orf39	35.86	35.86000061035156	35.86	100.0	100.0	100.0	99.13	99.12999725341795	99.13	PASS	-0.0	0.0	0.0	NFE
C12orf57	0.0	0	2152	1.54861e-05	1	64598	1967.99999999834	0.0	1.0	C12orf57	43.28	43.27999877929688	43.28	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54861e-05	NFE
BMP1	0.0	0	2152	3.09808e-05	2	64598	1967.9999999999	0.0	1.0	BMP1	42.81	42.810001373291016	42.81	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09808e-05	NFE
BRF1	0.0	0	2152	4.64598e-05	3	64598	1967.99999999687	0.0	1.0	BRF1	42.42	42.41999816894531	42.42	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64598e-05	NFE
BMPER	0.0	0	2152	1.54909e-05	1	64598	1967.99999999834	0.0	1.0	BMPER	35.74	35.7400016784668	35.74	100.0	100.0	100.0	99.13	99.12999725341795	99.13	PASS	-0.0	-3.2940250940949563	-1.54909e-05	NFE
BMPR1B	0.0	0	2152	1.54875e-05	1	64598	1967.99999999834	0.0	1.0	BMPR1B	36.04	36.040000915527344	36.04	100.0	100.0	100.0	99.87	99.87000274658205	99.87	PASS	-0.0	-3.2940250940949563	-1.54875e-05	NFE
BOLA3	0.0	0	2152	0.0001083941	7	64598	1967.99999999942	0.0	1.0	BOLA3	36.95	36.95000076293945	36.95	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940951947	-0.0001083941	NFE
BPGM	0.0	0	2152	3.0977e-05	2	64598	1967.9999999999	0.0	1.0	BPGM	37.03	37.02999877929688	37.03	100.0	100.0	100.0	99.78	99.77999877929688	99.78	PASS	-0.0	-3.2940250940953004	-3.0977e-05	NFE
BPIFB2	0.0	0	2152	1.54895e-05	1	64598	1967.99999999834	0.0	1.0	BPIFB2	38.09	38.09000015258789	38.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54895e-05	NFE
BRCA2	0.001394052	3	2152	0.0014874492	96	64598	1967.99999999996	-0.0935560210647016	1.0	BRCA2	37.14	37.13999938964844	37.14	100.0	100.0	100.0	99.74	99.73999786376952	99.74	PASS	-0.0	-3.2940250940953137	-9.33971999999999e-05	NFE
BSND	0.0	0	2152	0.0003407017	22	64598	1575.84970524008	0.0	1.0	BSND	37.19	37.18999862670898	37.19	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.1975147948176095	-0.0003407017	NFE
C12orf43	0.0	0	2152	4.6467e-05	3	64598	1967.99999999687	0.0	1.0	C12orf43	38.91	38.90999984741211	38.91	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.6467e-05	NFE
BTBD6	0.0	0	2152	1.54832e-05	1	64598	1967.99999999834	0.0	1.0	BTBD6	39.36	39.36000061035156	39.36	100.0	100.0	100.0	99.04	99.04000091552734	99.04	PASS	-0.0	-3.2940250940949563	-1.54832e-05	NFE
BTD	0.002323418	5	2152	0.0024783779	160	64598	1967.99999999996	-0.0931474556545625	1.0	BTD	36.21	36.209999084472656	36.21	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953137	-0.00015495989999999996	NFE
BTG4	0.0	0	0	0.0	0	0	0.0	0.0	1.0	BTG4	34.54	34.540000915527344	34.54	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
BVES	0.0	0	2152	1.54899e-05	1	64598	1967.99999999834	0.0	1.0	BVES	39.37	39.369998931884766	39.37	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54899e-05	NFE
C12orf29	0.0	0	2152	0.0002326488	15	64598	1967.99999999973	0.0	1.0	C12orf29	37.2	37.20000076293945	37.2	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094095263	-0.0002326488	NFE
C12orf4	0.0	0	2152	9.29555e-05	6	64598	1967.99999999033	0.0	1.0	C12orf4	37.95	37.95000076293945	37.95	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931888	-9.29555e-05	NFE
CA2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CA2	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CA5A	0.0	0	2152	7.74306e-05	5	64598	1967.99999999999	0.0	1.0	CA5A	41.62	41.619998931884766	41.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-7.74306e-05	NFE
CA8	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CA8	37.78	37.77999877929688	37.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CCBE1	0.0	0	2152	0.000278749	18	64598	1800.31876911647	0.0	1.0	CCBE1	35.31	35.310001373291016	35.31	100.0	100.0	100.0	99.66	99.66000366210938	99.66	PASS	-0.0	-3.2553494092207043	-0.000278749	NFE
CATSPER1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CATSPER1	37.4	37.400001525878906	37.4	100.0	100.0	100.0	99.01	99.01000213623048	99.01	PASS	-0.0	0.0	0.0	NFE
CAV1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CAV1	34.99	34.9900016784668	34.99	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CAVIN1	0.0	0	2152	3.09684e-05	2	64598	1967.9999999999	0.0	1.0	CAVIN1	42.53	42.52999877929688	42.53	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09684e-05	NFE
CBLIF	0.0	0	2152	0.000325211	21	64598	1627.59291652805	0.0	1.0											PASS	-0.0	-3.2115457910857237	-0.000325211	NFE
CC2D1A	0.0	0	2152	1.54885e-05	1	64598	1967.99999999834	0.0	1.0	CC2D1A	40.22	40.220001220703125	40.22	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54885e-05	NFE
CC2D2A	0.000929368	2	2152	0.0012389205	80	64598	1827.82903210452	-0.414761738548522	1.0	CC2D2A	35.73	35.72999954223633	35.73	100.0	100.0	100.0	99.9	99.9000015258789	99.9	PASS	-0.0	-3.261935571110052	-0.0003095525000000001	NFE
CCDC103	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CCDC103	38.68	38.68000030517578	38.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CACNA1B	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CACNA1B	39.83	39.83000183105469	39.83	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	-0.0	0.0	0.0	NFE
CCDC115	0.0	0	2152	3.10116e-05	2	64598	1967.9999999999	0.0	1.0	CCDC115	40.47	40.470001220703125	40.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.10116e-05	NFE
CCDC151	0.0	0	2152	3.09693e-05	2	64598	1967.9999999999	0.0	1.0	CCDC151	38.43	38.63500022888184	38.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09693e-05	NFE
CCDC25	0.0	0	2152	0.0001085121	7	64598	1967.99999999942	0.0	1.0	CCDC25	33.91	33.90999984741211	33.91	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940951947	-0.0001085121	NFE
CCDC40	0.0	0	2152	0.0004677989	30	64598	1238.5340779721	0.0	1.0	CCDC40	41.37	41.369998931884766	41.37	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.092907960596162	-0.0004677989	NFE
CCDC47	0.0	0	2152	6.19674e-05	4	64598	1967.99999998629	0.0	1.0	CCDC47	36.62	36.619998931884766	36.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19674e-05	NFE
CCDC65	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CCDC65	39.09	39.09000015258789	39.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CASTOR3	0.0	0	2152	0.0001084133	7	64598	1967.99999999942	0.0	1.0	CASTOR3	36.43	36.43000030517578	36.43	100.0	100.0	100.0	99.16	99.16000366210938	99.16	PASS	-0.0	-3.2940250940951947	-0.0001084133	NFE
CAST	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CAST	35.84	35.84000015258789	35.84	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	-0.0	0.0	0.0	NFE
CASQ2	0.0	0	2152	0.0001238875	8	64598	1967.99999999027	0.0	1.0	CASQ2	36.41	36.40999984741211	36.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931755	-0.0001238875	NFE
CASP8	0.0	0	2152	4.64675e-05	3	64598	1967.99999999687	0.0	1.0	CASP8	37.1	37.09999847412109	37.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64675e-05	NFE
CASP14	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CASP14	30.5	30.5	30.5	100.0	100.0	100.0	99.21	99.20999908447266	99.21	PASS	-0.0	0.0	0.0	NFE
CARS2	0.0	0	2152	9.29224e-05	6	64598	1967.99999999033	0.0	1.0	CARS2	41.2	41.20000076293945	41.2	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931888	-9.29224e-05	NFE
CARS1	0.0	0	2152	9.29445e-05	6	64598	1967.99999999033	0.0	1.0											PASS	-0.0	-3.2940250940931888	-9.29445e-05	NFE
CARMIL2	0.0	0	2152	3.10916e-05	2	64598	1967.9999999999	0.0	1.0	CARMIL2	39.21	39.209999084472656	39.21	100.0	100.0	100.0	99.68	99.68000030517578	99.68	PASS	-0.0	-3.2940250940953004	-3.10916e-05	NFE
CARD9	0.0	0	2152	1.54899e-05	1	64598	1967.99999999834	0.0	1.0	CARD9	45.9	45.900001525878906	45.9	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54899e-05	NFE
CARD11	0.0	0	2152	1.54895e-05	1	64598	1967.99999999834	0.0	1.0	CARD11	41.95	41.95000076293945	41.95	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54895e-05	NFE
CAPN3	0.002323418	5	2152	0.0027414944	177	64598	1727.87798326085	-0.238713797717078	1.0	CAPN3	35.28	35.279998779296875	35.28	100.0	100.0	100.0	97.68	97.68000030517578	97.68	PASS	-0.0	-3.2375130708584443	-0.0004180764	NFE
CAPN1	0.0	0	2152	6.19833e-05	4	64598	1967.99999998629	0.0	1.0	CAPN1	43.52	43.52000045776367	43.52	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19833e-05	NFE
CAMK2A	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CAMK2A	37.45	37.45000076293945	37.45	100.0	100.0	100.0	99.82	99.81999969482422	99.82	PASS	-0.0	0.0	0.0	NFE
CALCRL	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CALCRL	35.14	35.13999938964844	35.14	100.0	100.0	100.0	98.65	98.6500015258789	98.65	PASS	-0.0	0.0	0.0	NFE
CACNA2D4	0.0	0	2152	4.64641e-05	3	64598	1967.99999999687	0.0	1.0	CACNA2D4	36.96	36.959999084472656	36.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64641e-05	NFE
CACNA2D2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	CACNA2D2	40.19	40.18999862670898	40.19	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
CACNA1D	0.0	0	2152	3.09876e-05	2	64598	1967.9999999999	0.0	1.0	CACNA1D	36.73	36.72999954223633	36.73	100.0	100.0	100.0	99.2	99.1999969482422	99.2	PASS	-0.0	-3.2940250940953004	-3.09876e-05	NFE
BMP2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	BMP2	38.28	38.27999877929688	38.28	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
BLOC1S6	0.0	0	0	0.0	0	0	0.0	0.0	1.0	BLOC1S6	35.36	35.36000061035156	35.36	100.0	100.0	100.0	99.18	99.18000030517578	99.18	PASS	-0.0	0.0	0.0	NFE
