Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_P-value	diff	greater_AF_in
PDE6C	0.000464684	1	2152	7.75418e-05	5	64598	942.229705555774	2.58320384054318	0.17850757873131684	PDE6C	34.24	34.2400016784668	34.24	100.0	100.0	100.0	99.73	99.7300033569336	99.73	PASS	0.7483433407208651	-2.974156792064801	0.0003871422	PL
LIPE	0.000464684	1	2152	7.74272e-05	5	64598	942.229705555774	2.58533759480144	0.17850757873131684	LIPE	39.62	39.619998931884766	39.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.974156792064801	0.0003872568	PL
DLD	0.000464684	1	2152	7.74405e-05	5	64598	942.229705555774	2.58508979821002	0.17850757873131684	DLD	37.45	37.45000076293945	37.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.974156792064801	0.00038724349999999996	PL
TUB	0.000465549	1	2152	7.74445e-05	5	64598	942.229705555774	2.58769833284485	0.17850757873131684	TUB	40.07	40.06999969482422	40.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.974156792064801	0.0003881045	PL
COL11A1	0.000464684	1	2152	7.74329e-05	5	64598	942.229705555774	2.58523139105061	0.17850757873131684	COL11A1	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.974156792064801	0.0003872511	PL
KPTN	0.0	0	2152	0.0011623433	75	64598	413.380969023468	0.0	0.18021314630103918	KPTN	36.96	36.959999084472656	36.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7442135310165091	-2.6163504789716256	-0.0011623433	NFE
HEXB	0.0	0	2152	0.0011772795	76	64598	404.392100146445	0.0	0.18158414216158936	HEXB	36.93	36.93000030517578	36.93	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7409220813239058	-2.6068026630012637	-0.0011772795	NFE
ALOXE3	0.003717474	8	2152	0.0023697083	153	64598	598.190601366312	0.649613171062954	0.18281098807634044	ALOXE3	37.64	37.63999938964844	37.64	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	0.7379977040206598	-2.7768395852134975	0.0013477657000000001	PL
NDUFAF8	0.0	0	2152	0.0012078785	78	64598	387.067584176465	0.0	0.1848564070156116	NDUFAF8	40.97	40.970001220703125	40.97	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7331654924357239	-2.5877868018982157	-0.0012078785	NFE
SGCA	0.0	0	2152	0.0012390949	80	64598	370.572474251119	0.0	0.18880875063852762	SGCA	39.45	39.45000076293945	39.45	100.0	100.0	100.0	99.52	99.5199966430664	99.52	PASS	0.7239778815106319	-2.5688731572256898	-0.0012390949	NFE
TSEN54	0.000464684	1	2152	0.0017818947	115	64598	471.062888223017	-1.93909020824025	0.19028905039867822	TSEN54	36.95	36.95000076293945	36.95	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7205862011414953	-2.6730788905366176	-0.0013172107	NFE
USH2A	0.004646838	10	2152	0.0071873396	464	64598	423.4089703031	-0.629208504759392	0.19180018582514557	USH2A	35.13	35.130001068115234	35.13	100.0	100.0	100.0	99.54	99.54000091552734	99.54	PASS	0.7171509763999943	-2.626760054703397	-0.0025405016	NFE
GBA	0.010687728	23	2152	0.0142898896	923	64598	394.647003371964	-0.419039573422687	0.19330500257349761	GBA	28.09	28.09000015258789	28.09	85.93	85.93000030517578	85.93	73.15	73.1500015258789	73.15	LOW_DP	0.7137569066442215	-2.5962088094751956	-0.003602161599999999	NFE
DAAM2	0.000464684	1	2152	0.0018896312	122	64598	410.28757663766	-2.02378281467144	0.19381584071482638	DAAM2	36.13	36.130001068115234	36.13	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7126107306191232	-2.6130883668830824	-0.0014249472	NFE
CYP1B1	0.000464684	1	2152	0.0019047254	123	64598	402.299180610768	-2.03526114665397	0.19479473776616574	CYP1B1	40.05	40.04999923706055	40.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7104227794388461	-2.6045491480159932	-0.0014400414000000001	NFE
FAH	0.001394052	3	2152	0.0006977168	45	64598	859.747169129848	0.998570899500984	0.201190615987908	FAH	39.22	39.220001220703125	39.22	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.696392279678297	-2.93437075450474	0.0006963352	PL
ASL	0.001858736	4	2152	0.0037021253	239	64598	445.997305768864	-0.994031848720773	0.20165515182768168	ASL	43.45	43.45000076293945	43.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6953906782844148	-2.6493322351846764	-0.0018433892999999999	NFE
RCBTB1	0.000929368	2	2152	0.0003717794	24	64598	910.844202923558	1.32180313693604	0.20398991607881636	RCBTB1	36.87	36.869998931884766	36.87	100.0	100.0	100.0	99.08	99.08000183105467	99.08	PASS	0.6903913007092404	-2.959444098600949	0.0005575885999999999	PL
SHPK	0.000464684	1	2152	9.29109e-05	6	64598	1096.9109661816	2.32233020695871	0.2049946290545	SHPK	39.09	39.09000015258789	39.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-3.0401713782900766	0.00037177309999999997	PL
HSPA9	0.000464684	1	2152	9.29204e-05	6	64598	1096.9109661816	2.32218270109828	0.2049946290545	HSPA9	35.81	35.810001373291016	35.81	100.0	100.0	100.0	99.91	99.91000366210938	99.91	PASS	0.6882575174932709	-3.0401713782900766	0.0003717636	PL
ATF6	0.000464684	1	2152	9.29478e-05	6	64598	1096.9109661816	2.32175734760148	0.2049946290545	ATF6	37.21	37.209999084472656	37.21	100.0	100.0	100.0	99.71	99.70999908447266	99.71	PASS	0.6882575174932709	-3.0401713782900766	0.00037173619999999997	PL
COL1A2	0.000464684	1	2152	9.29334e-05	6	64598	1096.9109661816	2.32198087540989	0.2049946290545	COL1A2	36.26	36.2599983215332	36.26	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	0.6882575174932709	-3.0401713782900766	0.0003717506	PL
NTRK1	0.000464684	1	2152	9.29273e-05	6	64598	1096.9109661816	2.32207557471698	0.2049946290545	NTRK1	38.23	38.22999954223633	38.23	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-3.0401713782900766	0.0003717567	PL
PIGW	0.000464684	1	2152	9.2931e-05	6	64598	1096.9109661816	2.32201813341195	0.2049946290545	PIGW	40.49	40.4900016784668	40.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-3.0401713782900766	0.000371753	PL
TF	0.000464684	1	2152	9.29286e-05	6	64598	1096.9109661816	2.32205539237622	0.2049946290545	TF	37.98	37.97999954223633	37.98	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-3.0401713782900766	0.0003717554	PL
DNAAF3	0.000464684	1	2152	9.29009e-05	6	64598	1096.9109661816	2.32248549258021	0.2049946290545	DNAAF3	44.29	44.290000915527344	44.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-3.0401713782900766	0.00037178309999999997	PL
NPHP4	0.0009298	2	2152	0.0003871939	25	64598	970.458503151365	1.26386420183185	0.2159027580149197	NPHP4	41.41	41.40999984741211	41.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6657418098056019	-2.9869769696700996	0.0005426061	PL
FAN1	0.000929368	2	2152	0.0003871969	25	64598	970.458503151365	1.26318256876297	0.2159027580149197	FAN1	35.78	35.779998779296875	35.78	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	0.6657418098056019	-2.9869769696700996	0.0005421711	PL
NLRP7	0.000929368	2	2152	0.0003872251	25	64598	970.458503151365	1.2630774994334	0.2159027580149197	NLRP7	40.45	40.45000076293945	40.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6657418098056019	-2.9869769696700996	0.0005421429	PL
EIF2B2	0.00139405	3	2152	0.000743557	48	64598	980.0554807062	0.906767060335681	0.22652863555318686	EIF2B2	36.39	36.38999938964844	36.39	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6448768908844106	-2.9912506616950836	0.0006504929999999999	PL
FIG4	0.000929368	2	2152	0.0004028245	26	64598	1029.52903167106	1.20609853933492	0.22787515737809122	FIG4	36.46	36.459999084472656	36.46	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6423030183987863	-3.0126385977891834	0.0005265434999999999	PL
NCAPD2	0.000929368	2	2152	0.000402626	26	64598	1029.52903167106	1.20680963200024	0.22787515737809122	NCAPD2	36.31	36.310001373291016	36.31	100.0	100.0	100.0	99.83	99.83000183105467	99.83	PASS	0.6423030183987863	-3.0126385977891834	0.000526742	PL
HPS4	0.000464684	1	2152	0.0001084238	7	64598	1236.21569534305	2.09956849482528	0.23062805218611512	HPS4	36.4	36.400001525878906	36.4	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-3.0920942532160125	0.00035626019999999997	PL
TTC37	0.000464684	1	2152	0.000108457	7	64598	1236.21569534305	2.09912680080966	0.23062805218611512	TTC37	34.78	34.779998779296875	34.78	100.0	100.0	100.0	99.02	99.0199966430664	99.02	PASS	0.6370878689030814	-3.0920942532160125	0.000356227	PL
FKBP10	0.000464684	1	2152	0.0001085757	7	64598	1236.21569534305	2.09754871678428	0.23062805218611512	FKBP10	37.17	37.16999816894531	37.17	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-3.0920942532160125	0.0003561083	PL
ELP1	0.000464684	1	2152	0.0001084033	7	64598	1236.21569534305	2.09984129512033	0.23062805218611512	ELP1	35.41	35.40999984741211	35.41	100.0	100.0	100.0	99.35	99.3499984741211	99.35	PASS	0.6370878689030814	-3.0920942532160125	0.00035628069999999996	PL
DCDC2	0.000464684	1	2152	0.0001084239	7	64598	1236.21569534305	2.09956716421856	0.23062805218611512	DCDC2	37.84	37.84000015258789	37.84	100.0	100.0	100.0	99.72	99.72000122070312	99.72	PASS	0.6370878689030814	-3.0920942532160125	0.0003562601	PL
NDE1	0.000464684	1	2152	0.00010843	7	64598	1236.21569534305	2.09948599952886	0.23062805218611512	NDE1	37.6	37.59999847412109	37.6	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-3.0920942532160125	0.00035625399999999997	PL
RAG2	0.000465116	1	2152	0.0001084046	7	64598	1236.21569534305	2.10116459268622	0.23062805218611512	RAG2	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-3.0920942532160125	0.00035671140000000004	PL
POLG	0.00232342	5	2152	0.0042118612	272	64598	480.401806930847	-0.858207922951304	0.23065886722669984	POLG	39.01	39.0099983215332	39.01	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370298451372114	-2.6816046322417346	-0.0018884411999999999	NFE
TIMM22	0.00464684	10	2152	0.00695262	449	64598	506.881736940984	-0.581306769415767	0.23313802196970201	TIMM22	37.39	37.38999938964844	37.39	100.0	100.0	100.0	99.22	99.22000122070312	99.22	PASS	0.6323868925667384	-2.7049066437808307	-0.0023057799999999995	NFE
ABCA1	0.00139405	3	2152	0.0007636902	49	64598	1020.22918903143	0.868222891202967	0.23510732805783968	ABCA1	36.27	36.27000045776367	36.27	100.0	100.0	100.0	98.58	98.58000183105467	98.58	PASS	0.6287338341439499	-3.0086977446548224	0.0006303598	PL
ATP13A2	0.000929368	2	2152	0.0004182646	27	64598	1087.96317388588	1.1518340707782	0.23989090085250422	ATP13A2	41.92	41.91999816894531	41.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6199862246644802	-3.036614195317284	0.0005111034	PL
TTC21B	0.000929368	2	2152	0.0004182987	27	64598	1087.96317388588	1.15171645648429	0.23989090085250422	TTC21B	37.07	37.06999969482422	37.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6199862246644802	-3.036614195317284	0.0005110693	PL
MPO	0.01580316	34	2152	0.0129199716	835	64598	583.737124159651	0.290610169781311	0.24519459699224233	MPO	38.92	38.91999816894531	38.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6104891039835894	-2.766217314185586	0.0028831884	PL
PRKDC	0.00304878	7	2152	0.00216969	140	64598	810.860068187287	0.490743120557359	0.24522533392066564	PRKDC	36.97	36.970001220703125	36.97	100.0	100.0	100.0	99.88	99.87999725341795	99.88	PASS	0.6104346654194898	-2.908945913573	0.0008790899999999999	PL
AK7	0.000929368	2	2152	0.00236967	153	64598	504.998340378951	-1.35036428760962	0.24987896156030354	AK7	39.86	39.86000061035156	39.86	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6022703075506	-2.7032899508603485	-0.001440302	NFE
PEX1	0.000929368	2	2152	0.0023698139	153	64598	504.998340378951	-1.35045189369535	0.24987896156030354	PEX1	35.52	35.52000045776367	35.52	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6022703075506	-2.7032899508603485	-0.0014404459000000001	NFE
MPDU1	0.000465116	1	2152	0.000123909	8	64598	1362.38036696437	1.90830958953286	0.2554353464119518	MPDU1	33.69	33.689998626708984	33.69	100.0	100.0	100.0	99.38	99.37999725341795	99.38	PASS	0.592719006487168	-3.1342983764544905	0.000341207	PL
ZBTB24	0.000464684	1	2152	0.0001238715	8	64598	1362.38036696437	1.90740567631273	0.2554353464119518	ZBTB24	35.18	35.18000030517578	35.18	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	0.592719006487168	-3.1342983764544905	0.00034081249999999997	PL
TTC19	0.000464684	1	2152	0.0001239368	8	64598	1362.38036696437	1.9066453467487	0.2554353464119518	TTC19	37.72	37.720001220703125	37.72	100.0	100.0	100.0	99.86	99.86000061035156	99.86	PASS	0.592719006487168	-3.1342983764544905	0.0003407472	PL
BUB1B	0.000464684	1	2152	0.0001239137	8	64598	1362.38036696437	1.90691426898643	0.2554353464119518	BUB1B	36.7	36.70000076293945	36.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-3.1342983764544905	0.0003407703	PL
TSEN2	0.000465116	1	2152	0.0001238961	8	64598	1362.38036696437	1.90845979439986	0.2554353464119518	TSEN2	38.1	38.09999847412109	38.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-3.1342983764544905	0.0003412199	PL
TMEM199	0.000464684	1	2152	0.0001239277	8	64598	1362.38036696437	1.90675127982809	0.2554353464119518	TMEM199	37.32	37.31999969482422	37.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-3.1342983764544905	0.0003407563	PL
COL4A3	0.001395351	3	2152	0.0008054738	52	64598	1140.42279754324	0.79271850944945	0.26115288054513475	COL4A3	36.29	36.290000915527344	36.29	100.0	100.0	100.0	99.58	99.58000183105467	99.58	PASS	0.5831051794844353	-3.0570658904580714	0.0005898772	PL
CTNS	0.000929368	2	2152	0.0004528028	29	64598	1202.62897686543	1.03736709142528	0.263992432733972	CTNS	43.47	43.470001220703125	43.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5784085218763082	-3.0801316637878347	0.0004765652	PL
PIEZO1	0.0	0	2152	0.000867642	56	64598	636.676280663142	0.0	0.265771867958031	PIEZO1	46.68	46.68000030517578	46.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5754909911780386	-2.8039186705502024	-0.000867642	NFE
TRNT1	0.0	0	2152	0.0008676912	56	64598	636.676280663142	0.0	0.265771867958031	TRNT1	37.79	37.790000915527344	37.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5754909911780386	-2.8039186705502024	-0.0008676912	NFE
AGL	0.0	0	2152	0.0008829933	57	64598	621.868310430593	0.0	0.2658982811448372	AGL	37.65	37.650001525878906	37.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.7936984263170075	-0.0008829933	NFE
POMT1	0.0	0	2152	0.0008827351	57	64598	621.868310430593	0.0	0.2658982811448372	POMT1	40.9	40.900001525878906	40.9	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.7936984263170075	-0.0008827351	NFE
MLX	0.0	0	2152	0.0008829489	57	64598	621.868310430593	0.0	0.2658982811448372	MLX	38.6	38.59999847412109	38.6	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.7936984263170075	-0.0008829489	NFE
ETFDH	0.0	0	2152	0.0008983203	58	64598	607.468382054964	0.0	0.26630429951741325	ETFDH	35.12	35.119998931884766	35.12	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5746218217637857	-2.783523678391493	-0.0008983203	NFE
FAM219A	0.0	0	2152	0.000898222	58	64598	607.468382054964	0.0	0.26630429951741325	FAM219A	35.66	35.65999984741211	35.66	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5746218217637857	-2.783523678391493	-0.000898222	NFE
GALNS	0.0	0	2152	0.00091423	59	64598	593.462114017026	0.0	0.2669817562131363	GALNS	41.78	41.77999877929688	41.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5735184144656373	-2.77339299928298	-0.00091423	NFE
PIGG	0.000464684	1	2152	0.0015952013	103	64598	598.221140608255	-1.77941661462592	0.2676301742175368	PIGG	35.42	35.41999816894531	35.42	100.0	100.0	100.0	99.4	99.4000015258789	99.4	PASS	0.572464923200908	-2.7768617565509977	-0.0011305173	NFE
CPLANE1	0.000464684	1	2152	0.0016111475	104	64598	586.360757999077	-1.79376670238674	0.2679585014192908	CPLANE1	35.57	35.56999969482422	35.57	100.0	100.0	100.0	99.23	99.2300033569336	99.23	PASS	0.5719324597029726	-2.768164897590214	-0.0011464635	NFE
TPO	0.000464684	1	2152	0.0016271536	105	64598	574.747532123997	-1.80802856898563	0.26843688110007435	TPO	42.3	42.29999923706055	42.3	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5711578157836854	-2.7594771151527455	-0.0011624696000000002	NFE
SLC45A2	0.0	0	2152	0.0009448297	61	64598	566.576386636079	0.0	0.26911875229135496	SLC45A2	39.78	39.77999877929688	39.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5700560393863277	-2.753258470347937	-0.0009448297	NFE
APBB1	0.0	0	2152	0.0009450355	61	64598	566.576386636079	0.0	0.26911875229135496	APBB1	38.63	38.630001068115234	38.63	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5700560393863277	-2.753258470347937	-0.0009450355	NFE
RARS1	0.0	0	2152	0.0009761256	63	64598	541.108921104895	0.0	0.2722457062453846											PASS	0.5650389610437803	-2.7332846940780082	-0.0009761256	NFE
TTN	0.000464684	1	2152	0.0017046166	110	64598	520.201023945577	-1.87512541083014	0.27299021394648837	TTN	35.79	35.790000915527344	35.79	99.76	99.76000213623048	99.76	98.82	98.81999969482422	98.82	PASS	0.5638529211102167	-2.716171202710827	-0.0012399326	NFE
BCKDHA	0.0	0	2152	0.0009913916	64	64598	528.877589821964	0.0	0.2741609592063637	BCKDHA	41.84	41.84000015258789	41.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5619943891103532	-2.7233551650094228	-0.0009913916	NFE
PKD1L1	0.0	0	2152	0.0009910703	64	64598	528.877589821964	0.0	0.2741609592063637	PKD1L1	36.09	36.09000015258789	36.09	100.0	100.0	100.0	99.54	99.54000091552734	99.54	PASS	0.5619943891103532	-2.7233551650094228	-0.0009910703	NFE
ALG12	0.000929368	2	2152	0.0004646467	30	64598	1258.74634461188	1.0001158092056	0.2760505236132931	ALG12	43.84	43.84000015258789	43.84	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5590114247522502	-3.099938222376217	0.00046472129999999996	PL
PHYH	0.000929368	2	2152	0.0004647551	30	64598	1258.74634461188	0.999779274150168	0.2760505236132931	PHYH	34.7	34.70000076293945	34.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5590114247522502	-3.099938222376217	0.00046461289999999997	PL
RASL10B	0.0	0	2152	0.00100682	65	64598	516.966520739741	0.0	0.2763005433380287	RASL10B	39.79	39.790000915527344	39.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5586182610535368	-2.71346241866689	-0.00100682	NFE
SPATA5	0.0	0	2152	0.0010221784	66	64598	505.365303257731	0.0	0.2786569421798752	SPATA5	34.67	34.66999816894531	34.67	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	0.5549301328953957	-2.703605421357192	-0.0010221784	NFE
POMP	0.000464684	1	2152	0.00013941	9	64598	1477.32373246224	1.73691592014415	0.2794431247029675	POMP	37.81	37.810001373291016	37.81	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5537065711090684	-3.1694756746052555	0.00032527399999999996	PL
NDUFB9	0.000465116	1	2152	0.0001393514	9	64598	1477.32373246224	1.73886307284131	0.2794431247029675	NDUFB9	33.66	33.65999984741211	33.66	100.0	100.0	100.0	93.88	93.87999725341795	93.88	PASS	0.5537065711090684	-3.1694756746052555	0.0003257646	PL
PIGQ	0.000464684	1	2152	0.0001393778	9	64598	1477.32373246224	1.73724918279426	0.2794431247029675	PIGQ	41.01	41.0099983215332	41.01	100.0	100.0	100.0	99.7	99.6999969482422	99.7	PASS	0.5537065711090684	-3.1694756746052555	0.0003253062	PL
KNSTRN	0.000464684	1	2152	0.000139366	9	64598	1477.32373246224	1.73737132937828	0.2794431247029675	KNSTRN	40.91	40.90999984741211	40.91	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5537065711090684	-3.1694756746052555	0.000325318	PL
MKS1	0.000464684	1	2152	0.0001394052	9	64598	1477.32373246224	1.73696559416621	0.2794431247029675	MKS1	34.04	34.040000915527344	34.04	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5537065711090684	-3.1694756746052555	0.0003252788	PL
TMPRSS3	0.003252786	7	2152	0.0051879623	335	64598	554.090347426018	-0.673492084874073	0.28037278544998245	TMPRSS3	37.72	37.720001220703125	37.72	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5522641437100042	-2.7435805845650103	-0.0019351762999999995	NFE
HGD	0.00278854	6	2152	0.0017192306	111	64598	721.638014782612	0.697746899611689	0.28286567414039754	HGD	33.68	33.68000030517578	33.68	100.0	100.0	100.0	97.76	97.76000213623048	97.76	PASS	0.5484197511499117	-2.8583194031029833	0.0010693094	PL
CEP290	0.001394484	3	2152	0.0027601847	178	64598	642.281336442989	-0.985033428045066	0.2941409249924499	CEP290	37.09	37.09000015258789	37.09	100.0	100.0	100.0	98.87	98.87000274658205	98.87	PASS	0.5314445461767561	-2.807725302369718	-0.0013657006999999999	NFE
OXCT1	0.0027881	6	2152	0.0017969056	116	64598	832.17951919607	0.633767687667871	0.2943838811669777	OXCT1	39.41	39.40999984741211	39.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5310859732471821	-2.9202170231493283	0.0009911943999999998	PL
AP4S1	0.00151362	3	2152	0.0028952758	187	64598	553.955816473112	-0.935697727151456	0.2980933159160625	AP4S1	39.46	39.459999084472656	39.46	100.0	100.0	100.0	99.79	99.79000091552734	99.79	PASS	0.5256477619523257	-2.7434751267732995	-0.0013816558	NFE
PIGO	0.000929368	2	2152	0.0004956283	32	64598	1368.34333524708	0.90699140420359	0.3001185453214051	PIGO	40.03	40.02999877929688	40.03	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5227071672479215	-3.1361950812254973	0.00043373969999999996	PL
FANCA	0.008828998	19	2152	0.0115709788	747	64598	571.813754003808	-0.390189287236536	0.3020419860151537	FANCA	41.02	41.02000045776367	41.02	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5199326827802985	-2.757254597360058	-0.0027419808	NFE
RAD51C	0.000464684	1	2152	0.0001549273	10	64598	1582.63876939544	1.58465858457958	0.30267714326572404	RAD51C	38.1	38.09999847412109	38.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5190203736531527	-3.199381800294735	0.0003097567	PL
TBCD	0.000464684	1	2152	0.000154887	10	64598	1582.63876939544	1.58503391012444	0.30267714326572404	TBCD	38.51	38.5099983215332	38.51	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5190203736531527	-3.199381800294735	0.000309797	PL
WDR62	0.000464684	1	2152	0.0001548721	10	64598	1582.63876939544	1.58517270285806	0.30267714326572404	WDR62	38.15	38.150001525878906	38.15	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5190203736531527	-3.199381800294735	0.0003098119	PL
MYO6	0.000464684	1	2152	0.0001559668	10	64598	1582.63876939544	1.57501100951382	0.30267714326572404	MYO6	37.03	37.02999877929688	37.03	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5190203736531527	-3.199381800294735	0.0003087172	PL
DRC1	0.000464684	1	2152	0.0001548822	10	64598	1582.63876939544	1.5850786204197	0.30267714326572404	DRC1	37.06	37.060001373291016	37.06	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	0.5190203736531527	-3.199381800294735	0.0003098018	PL
AGRN	0.000464684	1	2152	0.00015525	10	64598	1582.63876939544	1.58165670238083	0.30267714326572404	AGRN	42.38	42.380001068115234	42.38	100.0	100.0	100.0	99.93	99.93000030517578	99.93	PASS	0.5190203736531527	-3.199381800294735	0.000309434	PL
EVC	0.000929368	2	2152	0.0005039896	33	64598	1421.76592932829	0.882856007306214	0.312105754200207	EVC	39.21	39.209999084472656	39.21	100.0	100.0	100.0	99.08	99.08000183105467	99.08	PASS	0.5056982243037135	-3.1528281027449347	0.00042537839999999994	PL
SGCB	0.000930233	2	2152	0.0005120221	33	64598	1421.76592932829	0.86138603889235	0.312105754200207	SGCB	37.25	37.25	37.25	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5056982243037135	-3.1528281027449347	0.0004182109	PL
BBS2	0.000929368	2	2152	0.0005266076	34	64598	1474.24473958484	0.819521628319951	0.3240478586360002	BBS2	35.42	35.41999816894531	35.42	100.0	100.0	100.0	99.75	99.75	99.75	PASS	0.48939084409400124	-3.168569586798596	0.0004027604	PL
ATP2A1	0.000464684	1	2152	0.0001703836	11	64598	1679.63606043677	1.44746349287622	0.32516232865233186	ATP2A1	39.72	39.720001220703125	39.72	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.4878997749048255	-3.2252151900195996	0.00029430039999999997	PL
GDF6	0.000464684	1	2152	0.0001703485	11	64598	1679.63606043677	1.4477607269561	0.32516232865233186	GDF6	34.73	34.72999954223633	34.73	100.0	100.0	100.0	99.32	99.31999969482422	99.32	PASS	0.4878997749048255	-3.2252151900195996	0.0002943355	PL
CEP78	0.000464684	1	2152	0.0001703759	11	64598	1679.63606043677	1.44752869282995	0.32516232865233186	CEP78	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.67	99.66999816894533	99.67	PASS	0.4878997749048255	-3.2252151900195996	0.0002943081	PL
MLC1	0.000464684	1	2152	0.0001703367	11	64598	1679.63606043677	1.44786066555918	0.32516232865233186	MLC1	38.77	38.77000045776367	38.77	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.4878997749048255	-3.2252151900195996	0.00029434729999999997	PL
RNASEH2A	0.000464684	1	2152	0.0001703649	11	64598	1679.63606043677	1.44762184073273	0.32516232865233186	RNASEH2A	40.9	40.900001525878906	40.9	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.4878997749048255	-3.2252151900195996	0.00029431909999999995	PL
