Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	fisher_p_corr	fisher_q	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_fisher_p_corr	pscaled_P-value	diff	greater_AF_in
TRMT5	0.0	0	2152	0.0001084225	7	64598	1876.99999999944	0.0	1.0	1877.0	1.0	TRMT5	38.24	38.2400016784668	38.24	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621217	-0.0001084225	NFE
TRMT10A	0.0	0	2152	0.000278957	18	64598	1717.07232196729	0.0	1.0	1877.0	1.0	TRMT10A	36.93	36.93000030517578	36.93	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2347885877467295	-0.000278957	NFE
TRMT1	0.0	0	2152	0.000325493	21	64598	1552.33328471704	0.0	1.0	1877.0	1.0	TRMT1	38.11	38.11000061035156	38.11	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.190984969611745	-0.000325493	NFE
TRIP4	0.0	0	2152	0.0001084061	7	64598	1876.99999999944	0.0	1.0	1877.0	1.0	TRIP4	35.21	35.209999084472656	35.21	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621217	-0.0001084061	NFE
TRIP13	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRIP13	39.49	39.4900016784668	39.49	100.0	100.0	100.0	98.79	98.79000091552734	98.79	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRIP11	0.0	0	2152	0.000123909	8	64598	1876.99999999072	0.0	1.0	1877.0	1.0	TRIP11	36.45	36.45000076293945	36.45	100.0	100.0	100.0	99.99	99.98999786376952	99.99	PASS	-0.0	-3.273464272621346	-3.273464272619199	-0.000123909	NFE
TRIM37	0.0	0	2152	0.0001084109	7	64598	1876.99999999944	0.0	1.0	1877.0	1.0	TRIM37	40.67	40.66999816894531	40.67	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621217	-0.0001084109	NFE
TRIM36	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRIM36	37.34	37.34000015258789	37.34	100.0	100.0	100.0	99.15	99.1500015258789	99.15	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRIM32	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRIM32	39.65	39.650001525878906	39.65	99.95	99.9499969482422	99.95	98.06	98.05999755859376	98.06	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRIM2	0.0	0	2152	4.64526e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TRIM2	34.66	34.65999984741211	34.66	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64526e-05	NFE
TRIM14	0.0	0	2152	7.74502e-05	5	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TRIM14	36.61	36.61000061035156	36.61	100.0	100.0	100.0	99.35	99.3499984741211	99.35	PASS	-0.0	-3.273464272621346	-3.273464272621344	-7.74502e-05	NFE
TREM2	0.0	0	2152	4.64583e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TREM2	40.32	40.31999969482422	40.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64583e-05	NFE
TPP2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TPP2	37.18	37.18000030517578	37.18	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TREH	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TREH	39.89	39.88999938964844	39.89	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRDN	0.000464684	1	2152	0.0006663481	43	64598	1876.99999999782	-0.520026066748901	1.0	1877.0	1.0	TRDN	37.9	37.900001525878906	37.9	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272620842	-0.00020166410000000003	NFE
TRAPPC9	0.0	0	2152	0.0002323022	15	64598	1876.99999999974	0.0	1.0	1877.0	1.0	TRAPPC9	39.55	39.54999923706055	39.55	100.0	100.0	100.0	98.99	98.98999786376952	98.99	PASS	-0.0	-3.273464272621346	-3.273464272621286	-0.0002323022	NFE
TRAPPC6B	0.0	0	2152	1.54933e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TRAPPC6B	37.35	37.34999847412109	37.35	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54933e-05	NFE
TRAPPC2L	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRAPPC2L	40.32	40.31999969482422	40.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRAPPC12	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRAPPC12	43.57	43.56999969482422	43.57	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRAPPC11	0.0	0	2152	0.0002168232	14	64598	1876.99999999293	0.0	1.0	1877.0	1.0	TRAPPC11	39.62	39.619998931884766	39.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726197105	-0.0002168232	NFE
TRAK1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRAK1	38.7	38.70000076293945	38.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRAIP	0.0	0	2152	0.000185856	12	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TRAIP	40.97	40.970001220703125	40.97	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-0.000185856	NFE
TRAF3IP2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TRAF3IP2	36.73	36.72999954223633	36.73	100.0	100.0	100.0	99.04	99.04000091552734	99.04	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TRAF3IP1	0.0	0	2152	7.74569e-05	5	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TRAF3IP1	37.28	37.27999877929688	37.28	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-7.74569e-05	NFE
TPRN	0.0	0	2152	0.0002720845	18	64598	1717.07232196729	0.0	1.0	1877.0	1.0	TPRN	41.99	41.9900016784668	41.99	100.0	100.0	100.0	99.73	99.7300033569336	99.73	PASS	-0.0	-3.273464272621346	-3.2347885877467295	-0.0002720845	NFE
TPRKB	0.0	0	2152	4.64574e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TPRKB	41.49	41.4900016784668	41.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64574e-05	NFE
TMEM126A	0.0	0	2152	3.09761e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TMEM126A	37.69	37.68999862670898	37.69	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09761e-05	NFE
TMC6	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TMC6	42.07	42.06999969482422	42.07	100.0	100.0	100.0	99.9	99.9000015258789	99.9	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
QRSL1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	QRSL1	34.33	34.33000183105469	34.33	100.0	100.0	100.0	99.76	99.76000213623048	99.76	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TMC1	0.000464684	1	2152	0.0004647562	30	64598	1876.99999999943	-0.0002241404711389	1.0	1877.0	1.0	TMC1	34.37	34.369998931884766	34.37	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621214	-7.220000000000924e-08	NFE
TBXAS1	0.0	0	2152	0.000123893	8	64598	1876.99999999072	0.0	1.0	1877.0	1.0	TBXAS1	38.53	38.52999877929688	38.53	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272619199	-0.000123893	NFE
TBX4	0.0	0	2152	9.29195e-05	6	64598	1876.99999999078	0.0	1.0	1877.0	1.0	TBX4	37.42	37.41999816894531	37.42	100.0	100.0	100.0	99.79	99.79000091552734	99.79	PASS	-0.0	-3.273464272621346	-3.273464272619213	-9.29195e-05	NFE
TBX21	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TBX21	38.41	38.40999984741211	38.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TBX19	0.0	0	2152	0.0003716849	24	64598	1411.30280794499	0.0	1.0	1877.0	1.0	TBX19	37.24	37.2400016784668	37.24	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.149620205611522	-0.0003716849	NFE
TBX15	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TBX15	37.9	37.900001525878906	37.9	100.0	100.0	100.0	98.2	98.1999969482422	98.2	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TBCE	0.0	0	2152	4.64569e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TBCE	36.47	36.470001220703125	36.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64569e-05	NFE
TBC1D7	0.0	0	2152	1.54847e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TBC1D7	37.35	37.34999847412109	37.35	100.0	100.0	100.0	95.86	95.86000061035156	95.86	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54847e-05	NFE
TBC1D24	0.0	0	2152	0.0003407645	22	64598	1502.98267110551	0.0	1.0	1877.0	1.0	TBC1D24	41.33	41.33000183105469	41.33	100.0	100.0	100.0	99.61	99.61000061035156	99.61	PASS	-0.0	-3.273464272621346	-3.176953973343635	-0.0003407645	NFE
TBC1D23	0.0	0	2152	1.54904e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TBC1D23	37.75	37.75	37.75	100.0	100.0	100.0	99.2	99.1999969482422	99.2	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54904e-05	NFE
TBC1D20	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TBC1D20	32.84	32.84000015258789	32.84	100.0	100.0	100.0	98.72	98.72000122070312	98.72	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TAT	0.0	0	2152	3.09756e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TAT	37.62	37.619998931884766	37.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09756e-05	NFE
TASP1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TASP1	36.24	36.2400016784668	36.24	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TARS2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TARS2	34.47	34.470001220703125	34.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TARS1	0.0	0	2152	1.5488e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0											PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.5488e-05	NFE
TARDBP	0.0	0	2152	0.0001858092	12	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TARDBP	38.87	38.869998931884766	38.87	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-0.0001858092	NFE
TAPT1	0.0	0	2152	3.09789e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TAPT1	34.73	34.72999954223633	34.73	100.0	100.0	100.0	99.87	99.87000274658205	99.87	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09789e-05	NFE
TAPBP	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TAPBP	40.13	40.130001068115234	40.13	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TAP2	0.0	0	2152	3.09731e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TAP2	35.56	35.560001373291016	35.56	100.0	100.0	100.0	99.23	99.2300033569336	99.23	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09731e-05	NFE
TAP1	0.0	0	2152	0.0001393701	9	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TAP1	38.14	38.13999938964844	38.14	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-0.0001393701	NFE
TANGO2	0.0	0	2152	1.54851e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TANGO2	42.64	42.63999938964844	42.64	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54851e-05	NFE
TALDO1	0.0	0	2152	6.19444e-05	4	64598	1876.99999998693	0.0	1.0	1877.0	1.0	TALDO1	40.77	40.77000045776367	40.77	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726183223	-6.19444e-05	NFE
TAF6	0.0	0	2152	3.09876e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TAF6	38.48	38.47999954223633	38.48	100.0	100.0	100.0	99.19	99.19000244140624	99.19	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09876e-05	NFE
TAF4B	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TAF4B	37.49	37.4900016784668	37.49	100.0	100.0	100.0	99.95	99.9499969482422	99.95	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TAF2	0.0	0	2152	3.09828e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TAF2	36.52	36.52000045776367	36.52	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09828e-05	NFE
TAF13	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TAF13	36.09	36.09000015258789	36.09	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TACO1	0.0	0	2152	4.65826e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TACO1	42.04	42.040000915527344	42.04	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.65826e-05	NFE
TAC3	0.0	0	2152	0.0001548815	10	64598	1876.99999999382	0.0	1.0	1877.0	1.0	TAC3	33.27	33.27000045776367	33.27	100.0	100.0	100.0	97.85	97.8499984741211	97.85	PASS	-0.0	-3.273464272621346	-3.2734642726199166	-0.0001548815	NFE
SYT14	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	SYT14	37.2	37.20000076293945	37.2	100.0	100.0	100.0	99.64	99.63999938964844	99.64	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
SYNJ1	0.0	0	2152	6.19872e-05	4	64598	1876.99999998693	0.0	1.0	1877.0	1.0	SYNJ1	35.68	35.68000030517578	35.68	100.0	100.0	100.0	99.62	99.62000274658205	99.62	PASS	-0.0	-3.273464272621346	-3.2734642726183223	-6.19872e-05	NFE
TBXT	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TBXT	41.41	41.40999984741211	41.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TCAP	0.0	0	2152	3.09838e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TCAP	44.93	44.93000030517578	44.93	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09838e-05	NFE
TCHH	0.00193611	4	2152	0.0018636468	120	64598	1876.99999999864	0.0550324565426128	1.0	1877.0	1.0	TCHH	37.4	37.400001525878906	37.4	100.0	100.0	100.0	93.1	93.0999984741211	93.1	PASS	-0.0	-3.273464272621346	-3.2734642726210317	7.246320000000011e-05	PL
TFG	0.0	0	2152	4.64698e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TFG	36.31	36.310001373291016	36.31	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64698e-05	NFE
TLE6	0.0	0	2152	6.19444e-05	4	64598	1876.99999998693	0.0	1.0	1877.0	1.0	TLE6	40.49	40.4900016784668	40.49	100.0	100.0	100.0	99.05	99.0500030517578	99.05	PASS	-0.0	-3.273464272621346	-3.2734642726183223	-6.19444e-05	NFE
TKFC	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TKFC	39.59	39.59000015258789	39.59	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TJP2	0.0	0	2152	0.000172178	11	64598	1876.99999999998	0.0	1.0	1877.0	1.0	TJP2	38.25	38.25	38.25	100.0	100.0	100.0	99.32	99.31999969482422	99.32	PASS	-0.0	-3.273464272621346	-3.2734642726213417	-0.000172178	NFE
TIMMDC1	0.000464684	1	2152	0.000666062	43	64598	1876.99999999782	-0.519406505162658	1.0	1877.0	1.0	TIMMDC1	38.71	38.709999084472656	38.71	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272620842	-0.00020137800000000005	NFE
TIMM50	0.0	0	2152	1.54847e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TIMM50	36.44	36.43999862670898	36.44	100.0	100.0	100.0	97.82	97.81999969482422	97.82	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54847e-05	NFE
THRB	0.0	0	2152	7.74367e-05	5	64598	1876.99999999999	0.0	1.0	1877.0	1.0	THRB	36.62	36.619998931884766	36.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-7.74367e-05	NFE
THG1L	0.0	0	2152	3.09693e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	THG1L	35.07	35.06999969482422	35.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09693e-05	NFE
TH	0.0	0	2152	0.0002633297	17	64598	1778.47384038298	0.0	1.0	1877.0	1.0	TH	39.12	39.119998931884766	39.12	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2500474815201827	-0.0002633297	NFE
TGM3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TGM3	37.15	37.150001525878906	37.15	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TGFB1	0.0	0	2152	3.09761e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	TGFB1	39.94	39.93999862670898	39.94	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09761e-05	NFE
TGDS	0.000464684	1	2152	0.0006815483	44	64598	1876.99999999714	-0.552565930813288	1.0	1877.0	1.0	TGDS	36.85	36.84999847412109	36.85	100.0	100.0	100.0	99.64	99.63999938964844	99.64	PASS	-0.0	-3.273464272621346	-3.2734642726206844	-0.00021686430000000004	NFE
TFRC	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TFRC	37.65	37.650001525878906	37.65	100.0	100.0	100.0	99.86	99.86000061035156	99.86	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TFR2	0.0	0	2152	0.0002632955	17	64598	1778.47384038298	0.0	1.0	1877.0	1.0	TFR2	40.6	40.59999847412109	40.6	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2500474815201827	-0.0002632955	NFE
TFAM	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TFAM	35.67	35.66999816894531	35.67	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TCN2	0.0	0	2152	9.29383e-05	6	64598	1876.99999999078	0.0	1.0	1877.0	1.0	TCN2	36.15	36.150001525878906	36.15	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272619213	-9.29383e-05	NFE
TET2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TET2	33.85	33.849998474121094	33.85	100.0	100.0	100.0	98.06	98.05999755859376	98.06	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TENM3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TENM3	38.43	38.43000030517578	38.43	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TELO2	0.0	0	2152	7.74492e-05	5	64598	1876.99999999999	0.0	1.0	1877.0	1.0	TELO2	48.62	48.619998931884766	48.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621344	-7.74492e-05	NFE
TECRL	0.0	0	2152	9.30637e-05	6	64598	1876.99999999078	0.0	1.0	1877.0	1.0	TECRL	37.81	37.810001373291016	37.81	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272619213	-9.30637e-05	NFE
TECR	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TECR	47.74	47.7400016784668	47.74	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TECPR2	0.0	0	2152	4.64593e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TECPR2	40.34	40.34000015258789	40.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64593e-05	NFE
TDRD9	0.0	0	2152	6.19521e-05	4	64598	1876.99999998693	0.0	1.0	1877.0	1.0	TDRD9	36.63	36.630001068115234	36.63	100.0	100.0	100.0	99.37	99.37000274658205	99.37	PASS	-0.0	-3.273464272621346	-3.2734642726183223	-6.19521e-05	NFE
TDRD7	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TDRD7	34.0	34.0	34.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TDP2	0.0	0	2152	0.0001084201	7	64598	1876.99999999944	0.0	1.0	1877.0	1.0	TDP2	36.46	36.459999084472656	36.46	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621217	-0.0001084201	NFE
TDO2	0.0	0	2152	1.5554e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TDO2	35.28	35.279998779296875	35.28	100.0	100.0	100.0	99.18	99.18000030517578	99.18	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.5554e-05	NFE
TCTN3	0.0	0	2152	4.64651e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	TCTN3	35.82	35.81999969482422	35.82	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.64651e-05	NFE
TCTN2	0.0	0	2152	0.0001705292	11	64598	1876.99999999998	0.0	1.0	1877.0	1.0	TCTN2	37.27	37.27000045776367	37.27	100.0	100.0	100.0	99.93	99.93000030517578	99.93	PASS	-0.0	-3.273464272621346	-3.2734642726213417	-0.0001705292	NFE
TCTN1	0.0	0	2152	1.54909e-05	1	64598	1876.99999999842	0.0	1.0	1877.0	1.0	TCTN1	36.28	36.27999877929688	36.28	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726209806	-1.54909e-05	NFE
TSEN15	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TSEN15	33.54	33.540000915527344	33.54	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TSEN34	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TSEN34	36.6	36.59999847412109	36.6	100.0	100.0	100.0	96.24	96.23999786376952	96.24	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
TSFM	0.0	0	2152	0.0002168357	14	64598	1876.99999999293	0.0	1.0	1877.0	1.0	TSFM	37.99	37.9900016784668	37.99	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726197105	-0.0002168357	NFE
TSGA10	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	TSGA10	36.75	36.75	36.75	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
WNT10B	0.0	0	2152	4.6452e-05	3	64598	1876.99999999701	0.0	1.0	1877.0	1.0	WNT10B	36.75	36.75	36.75	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726206546	-4.6452e-05	NFE
WNT1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	WNT1	42.69	42.68999862670898	42.69	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
WNK1	0.0	0	2152	7.74358e-05	5	64598	1876.99999999999	0.0	1.0	1877.0	1.0	WNK1	34.48	34.47999954223633	34.48	100.0	100.0	100.0	98.94	98.94000244140624	98.94	PASS	-0.0	-3.273464272621346	-3.273464272621344	-7.74358e-05	NFE
WIPI2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	WIPI2	40.5	40.5	40.5	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
WIPF1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	WIPF1	37.89	37.88999938964844	37.89	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
WHRN	0.0	0	2152	3.09986e-05	2	64598	1876.9999999999	0.0	1.0	1877.0	1.0	WHRN	43.03	43.02999877929688	43.03	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.273464272621323	-3.09986e-05	NFE
WFS1	0.000929368	2	2152	0.0011149783	72	64598	1876.99999999854	-0.262693756370456	1.0	1877.0	1.0	WFS1	45.7	45.70000076293945	45.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	-3.2734642726210086	-0.0001856103000000001	NFE
WEE2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	1877.0	1.0	WEE2	35.24	35.2400016784668	35.24	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.273464272621346	0.0	0.0	NFE
