symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)
CYP4A11	31.48	31.479999542236328	31.48	100.0	100.0	100.0	95.89	95.88999938964844	95.89
RPL6	39.09	39.09000015258789	39.09	100.0	100.0	100.0	100.0	100.0	100.0
LCN10	37.47	37.470001220703125	37.47	100.0	100.0	100.0	100.0	100.0	100.0
CFD	33.38	33.380001068115234	33.38	100.0	100.0	100.0	100.0	100.0	100.0
SP140	32.37	32.369998931884766	32.37	100.0	100.0	100.0	96.52	96.5199966430664	96.52
SLCO2B1	38.41	38.40999984741211	38.41	100.0	100.0	100.0	100.0	100.0	100.0
CTRC	40.17	40.16999816894531	40.17	100.0	100.0	100.0	100.0	100.0	100.0
NID2	38.25	38.25	38.25	100.0	100.0	100.0	100.0	100.0	100.0
AOC2	38.86	38.86000061035156	38.86	100.0	100.0	100.0	100.0	100.0	100.0
PRDX5	34.26	34.2599983215332	34.26	100.0	100.0	100.0	100.0	100.0	100.0
RERG	32.68	32.68000030517578	32.68	100.0	100.0	100.0	99.83	99.83000183105469	99.83
ZIM3	32.87	32.869998931884766	32.87	100.0	100.0	100.0	100.0	100.0	100.0
FHAD1	36.12	36.119998931884766	36.12	100.0	100.0	100.0	99.59	99.58999633789062	99.59
BLACAT1	38.17	38.16999816894531	38.17	100.0	100.0	100.0	100.0	100.0	100.0
CLDN10-AS1	29.47	29.469999313354492	29.47	100.0	100.0	100.0	90.06	90.05999755859375	90.06
CPXM1	38.25	38.25	38.25	100.0	100.0	100.0	100.0	100.0	100.0
MAPT	39.97	39.970001220703125	39.97	100.0	100.0	100.0	99.0	99.0	99.0
TMEM151B	38.95	38.95000076293945	38.95	100.0	100.0	100.0	100.0	100.0	100.0
NIPSNAP2	34.39	34.38999938964844	34.39	100.0	100.0	100.0	100.0	100.0	100.0
HGFAC	47.59	47.59000015258789	47.59	100.0	100.0	100.0	100.0	100.0	100.0
HDGFL1	43.51	43.5099983215332	43.51	100.0	100.0	100.0	99.82	99.81999969482422	99.82
NFAT5	36.76	36.7599983215332	36.76	100.0	100.0	100.0	99.95	99.94999694824219	99.95
OR13C5	31.5	31.5	31.5	100.0	100.0	100.0	100.0	100.0	100.0
OR6N1	39.47	39.470001220703125	39.47	100.0	100.0	100.0	100.0	100.0	100.0
MARCH2	39.34	39.34000015258789	39.34	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378231	40.26	40.2599983215332	40.26	100.0	100.0	100.0	100.0	100.0	100.0
LOC642484	35.06	35.060001373291016	35.06	100.0	100.0	100.0	100.0	100.0	100.0
LINC02509	39.72	39.720001220703125	39.72	100.0	100.0	100.0	100.0	100.0	100.0
MIR4509-1	22.49	22.489999771118164	22.49	100.0	100.0	100.0	53.19	53.189998626708984	53.19
LOC105372036	39.98	39.97999954223633	39.98	100.0	100.0	100.0	100.0	100.0	100.0
MIR548S	28.57	28.56999969482422	28.57	100.0	100.0	100.0	100.0	100.0	100.0
MIR3169	28.82	28.81999969482422	28.82	100.0	100.0	100.0	100.0	100.0	100.0
LINC01559	40.83	40.83000183105469	40.83	100.0	100.0	100.0	100.0	100.0	100.0
MIR3939	71.75	71.75	71.75	100.0	100.0	100.0	100.0	100.0	100.0
MIR7973-2	28.99	28.989999771118164	28.99	100.0	100.0	100.0	100.0	100.0	100.0
C10orf71-AS1	38.16	38.15999984741211	38.16	100.0	100.0	100.0	100.0	100.0	100.0
LOC101928401	35.9	35.900001525878906	35.9	100.0	100.0	100.0	100.0	100.0	100.0
LOC100505921	40.11	40.11000061035156	40.11	100.0	100.0	100.0	100.0	100.0	100.0
LOC100506125	43.44	43.439998626708984	43.44	100.0	100.0	100.0	100.0	100.0	100.0
ARHGAP11A	35.7	35.70000076293945	35.7	100.0	100.0	100.0	100.0	100.0	100.0
PPRC1	36.66	36.65999984741211	36.66	100.0	100.0	100.0	99.68	99.68000030517578	99.68
IFFO1	41.4	41.400001525878906	41.4	100.0	100.0	100.0	100.0	100.0	100.0
ANKRD23	39.86	39.86000061035156	39.86	100.0	100.0	100.0	99.81	99.80999755859375	99.81
RILPL2	41.52	41.52000045776367	41.52	100.0	100.0	100.0	100.0	100.0	100.0
PARS2	37.94	37.939998626708984	37.94	100.0	100.0	100.0	99.16	99.16000366210938	99.16
LY86-AS1	40.62	40.619998931884766	40.62	100.0	100.0	100.0	100.0	100.0	100.0
LINC00628	38.36	38.36000061035156	38.36	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372380	37.24	37.2400016784668	37.24	100.0	100.0	100.0	100.0	100.0	100.0
LOC102725532	0.21	0.20999999344348907	0.21	0.0	0.0	0.0	0.0	0.0	0.0
LOC107986486	46.55	46.54999923706055	46.55	95.93	95.93000030517578	95.93	79.64	79.63999938964844	79.64
LOC105379002	33.0	33.0	33.0	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986905	36.59	36.59000015258789	36.59	100.0	100.0	100.0	100.0	100.0	100.0
LOC101929492	33.48	33.47999954223633	33.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373777	31.22	31.219999313354492	31.22	100.0	100.0	100.0	80.72	80.72000122070312	80.72
LOC105373882	37.87	37.869998931884766	37.87	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374004	35.84	35.84000015258789	35.84	100.0	100.0	100.0	100.0	100.0	100.0
SKOR2	34.3	34.29999923706055	34.3	100.0	100.0	100.0	100.0	100.0	100.0
LOC112268457	33.47	33.470001220703125	33.47	100.0	100.0	100.0	99.6	99.5999984741211	99.6
LOC107984205	34.26	34.2599983215332	34.26	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378339	34.3	34.29999923706055	34.3	100.0	100.0	100.0	100.0	100.0	100.0
LOC101929347	35.06	35.060001373291016	35.06	100.0	100.0	100.0	100.0	100.0	100.0
LARS2-AS1	33.63	33.630001068115234	33.63	100.0	100.0	100.0	100.0	100.0	100.0
LOC105369856	35.94	35.939998626708984	35.94	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985309	38.63	38.630001068115234	38.63	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372614	37.45	37.45000076293945	37.45	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372649	37.74	37.7400016784668	37.74	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375219	37.55	37.54999923706055	37.55	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375313	33.88	33.880001068115234	33.88	100.0	100.0	100.0	78.99	78.98999786376953	78.99
LOC105375607	35.21	35.209999084472656	35.21	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986141	34.34	34.34000015258789	34.34	100.0	100.0	100.0	99.86	99.86000061035156	99.86
LOC107986260	38.59	38.59000015258789	38.59	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375301	36.56	36.560001373291016	36.56	100.0	100.0	100.0	100.0	100.0	100.0
SMIM23	35.67	35.66999816894531	35.67	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724857	37.67	37.66999816894531	37.67	100.0	100.0	100.0	100.0	100.0	100.0
FAM228A	40.6	40.599998474121094	40.6	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371965	32.66	32.65999984741211	32.66	100.0	100.0	100.0	99.78	99.77999877929688	99.78
LOC105377875	36.88	36.880001068115234	36.88	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371097	28.99	28.989999771118164	28.99	78.68	78.68000030517578	78.68	78.68	78.68000030517578	78.68
BFSP2-AS1	36.55	36.54999923706055	36.55	100.0	100.0	100.0	100.0	100.0	100.0
LINC02001	42.66	42.65999984741211	42.66	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373064	44.65	44.650001525878906	44.65	100.0	100.0	100.0	100.0	100.0	100.0
TMEM254-AS1	37.01	37.0099983215332	37.01	100.0	100.0	100.0	99.36	99.36000061035156	99.36
TMEM30CP	34.78	34.779998779296875	34.78	100.0	100.0	100.0	100.0	100.0	100.0
LOC112268231	34.5	34.5	34.5	100.0	100.0	100.0	99.53	99.52999877929688	99.53
LOC112268249	33.94	33.939998626708984	33.94	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984428	35.88	35.880001068115234	35.88	100.0	100.0	100.0	99.49	99.48999786376953	99.49
LOC101928474	42.18	42.18000030517578	42.18	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371498	38.45	38.45000076293945	38.45	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375122	43.09	43.09000015258789	43.09	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374313	30.6	30.600000381469727	30.6	100.0	100.0	100.0	100.0	100.0	100.0
DLG4	35.72	35.720001220703125	35.72	98.99	98.98999786376953	98.99	89.24	89.23999786376953	89.24
LOC105370754	12.23	12.229999542236328	12.23	59.57	59.56999969482422	59.57	16.97	16.969999313354492	16.97
LOC105370759	44.75	44.75	44.75	100.0	100.0	100.0	100.0	100.0	100.0
LOC105369183	23.3	23.299999237060547	23.3	90.56	90.55999755859375	90.56	56.82	56.81999969482422	56.82
CHST15	36.05	36.04999923706055	36.05	100.0	100.0	100.0	100.0	100.0	100.0
EDRF1	36.72	36.720001220703125	36.72	100.0	100.0	100.0	99.19	99.19000244140625	99.19
LOC105376991	32.82	32.81999969482422	32.82	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377168	33.4	33.400001525878906	33.4	100.0	100.0	100.0	100.0	100.0	100.0
CDK8	36.0	36.0	36.0	100.0	100.0	100.0	99.61	99.61000061035156	99.61
LOC105373715	37.92	37.91999816894531	37.92	100.0	100.0	100.0	100.0	100.0	100.0
LINC01824	30.63	30.6299991607666	30.63	100.0	100.0	100.0	99.06	99.05999755859375	99.06
LOC112268052	45.97	45.970001220703125	45.97	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374567	33.18	33.18000030517578	33.18	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373611	28.14	28.139999389648438	28.14	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377527	35.54	35.540000915527344	35.54	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374758	39.82	39.81999969482422	39.82	100.0	100.0	100.0	100.0	100.0	100.0
MIR139	38.88	38.880001068115234	38.88	100.0	100.0	100.0	100.0	100.0	100.0
MIR212	25.46	25.459999084472656	25.46	100.0	100.0	100.0	100.0	100.0	100.0
MIR381	46.07	46.06999969482422	46.07	100.0	100.0	100.0	100.0	100.0	100.0
MIR515-2	46.39	46.38999938964844	46.39	100.0	100.0	100.0	100.0	100.0	100.0
MGAT5B	38.9	38.900001525878906	38.9	100.0	100.0	100.0	99.43	99.43000030517578	99.43
ASB10	40.23	40.22999954223633	40.23	100.0	100.0	100.0	100.0	100.0	100.0
TLCD2	37.64	37.63999938964844	37.64	100.0	100.0	100.0	100.0	100.0	100.0
RNF217	37.13	37.130001068115234	37.13	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374681	34.07	34.06999969482422	34.07	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374919	35.54	35.540000915527344	35.54	100.0	100.0	100.0	100.0	100.0	100.0
DNASE1L1	20.96	20.959999084472656	20.96	100.0	100.0	100.0	57.37	57.369998931884766	57.37
LOC107986562	31.56	31.559999465942383	31.56	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986590	37.84	37.84000015258789	37.84	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375091	35.17	35.16999816894531	35.17	100.0	100.0	100.0	100.0	100.0	100.0
LINC02519	37.1	37.099998474121094	37.1	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378542	40.11	40.11000061035156	40.11	100.0	100.0	100.0	100.0	100.0	100.0
LOC112267868	35.08	35.08000183105469	35.08	100.0	100.0	100.0	99.5	99.5	99.5
LINC01641	36.6	36.599998474121094	36.6	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984912	33.68	33.68000030517578	33.68	100.0	100.0	100.0	97.98	97.9800033569336	97.98
LOC107986797	36.5	36.5	36.5	100.0	100.0	100.0	99.85	99.8499984741211	99.85
CTNND2	34.37	34.369998931884766	34.37	100.0	100.0	100.0	98.7	98.69999694824219	98.7
LOC107984562	36.15	36.150001525878906	36.15	100.0	100.0	100.0	100.0	100.0	100.0
PARP6	32.74	32.7400016784668	32.74	100.0	100.0	100.0	100.0	100.0	100.0
SNORD115-16	54.38	54.380001068115234	54.38	100.0	100.0	100.0	100.0	100.0	100.0
POM121L9P	38.95	38.95000076293945	38.95	100.0	100.0	100.0	93.66	93.66000366210938	93.66
GUCY1B2	34.14	34.13999938964844	34.14	100.0	100.0	100.0	97.42	97.41999816894531	97.42
ADGRE4P	35.54	35.540000915527344	35.54	100.0	100.0	100.0	98.9	98.9000015258789	98.9
HILS1	41.96	41.959999084472656	41.96	100.0	100.0	100.0	100.0	100.0	100.0
DFFA	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.07	99.06999969482422	99.07
STX4	39.68	39.68000030517578	39.68	100.0	100.0	100.0	100.0	100.0	100.0
TMEM127	42.29	42.290000915527344	42.29	100.0	100.0	100.0	100.0	100.0	100.0
RBM22	36.48	36.47999954223633	36.48	100.0	100.0	100.0	100.0	100.0	100.0
NGLY1	35.19	35.189998626708984	35.19	100.0	100.0	100.0	99.96	99.95999908447266	99.96
LINC02265	35.92	35.91999816894531	35.92	100.0	100.0	100.0	98.12	98.12000274658203	98.12
LINC01222	33.24	33.2400016784668	33.24	100.0	100.0	100.0	100.0	100.0	100.0
SLC34A3	40.78	40.779998779296875	40.78	100.0	100.0	100.0	100.0	100.0	100.0
LINC01344	34.0	34.0	34.0	100.0	100.0	100.0	100.0	100.0	100.0
CYP2D6	41.86	41.86000061035156	41.86	100.0	100.0	100.0	100.0	100.0	100.0
PEX1	35.52	35.52000045776367	35.52	100.0	100.0	100.0	100.0	100.0	100.0
FAM197Y2	13.5	13.5	13.5	51.61	51.61000061035156	51.61	34.05	34.04999923706055	34.05
RPL23AP32	35.72	35.720001220703125	35.72	100.0	100.0	100.0	100.0	100.0	100.0
SNORD114-7	30.39	30.389999389648438	30.39	100.0	100.0	100.0	100.0	100.0	100.0
MSRB3	37.68	37.68000030517578	37.68	100.0	100.0	100.0	100.0	100.0	100.0
CYBC1	37.37	37.369998931884766	37.37	100.0	100.0	100.0	100.0	100.0	100.0
MRPL40	43.97	43.970001220703125	43.97	100.0	100.0	100.0	100.0	100.0	100.0
HSFY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHF13	37.96	37.959999084472656	37.96	100.0	100.0	100.0	100.0	100.0	100.0
HSPB11	37.65	37.650001525878906	37.65	100.0	100.0	100.0	100.0	100.0	100.0
BIRC6	37.06	37.060001373291016	37.06	100.0	100.0	100.0	99.99	99.98999786376953	99.99
GLTP	35.93	35.93000030517578	35.93	100.0	100.0	100.0	98.98	98.9800033569336	98.98
CRIM1	38.43	38.43000030517578	38.43	100.0	100.0	100.0	99.8	99.80000305175781	99.8
TMEM256	38.58	38.58000183105469	38.58	100.0	100.0	100.0	100.0	100.0	100.0
FREM3	39.19	39.189998626708984	39.19	100.0	100.0	100.0	98.66	98.66000366210938	98.66
SPON2	43.45	43.45000076293945	43.45	100.0	100.0	100.0	99.52	99.5199966430664	99.52
EDIL3	39.43	39.43000030517578	39.43	100.0	100.0	100.0	99.83	99.83000183105469	99.83
CWC27	35.68	35.68000030517578	35.68	100.0	100.0	100.0	100.0	100.0	100.0
SPEG	41.48	41.47999954223633	41.48	100.0	100.0	100.0	99.87	99.87000274658203	99.87
CD5L	33.73	33.72999954223633	33.73	100.0	100.0	100.0	100.0	100.0	100.0
MT1A	44.23	44.22999954223633	44.23	100.0	100.0	100.0	100.0	100.0	100.0
C3orf20	38.84	38.84000015258789	38.84	100.0	100.0	100.0	100.0	100.0	100.0
RAD51AP1	36.3	36.29999923706055	36.3	100.0	100.0	100.0	100.0	100.0	100.0
NEU3	34.21	34.209999084472656	34.21	100.0	100.0	100.0	100.0	100.0	100.0
GPR135	51.07	51.06999969482422	51.07	100.0	100.0	100.0	100.0	100.0	100.0
LCN15	38.69	38.689998626708984	38.69	100.0	100.0	100.0	100.0	100.0	100.0
FAM180A	34.06	34.060001373291016	34.06	100.0	100.0	100.0	99.0	99.0	99.0
DEFB1	40.01	40.0099983215332	40.01	100.0	100.0	100.0	100.0	100.0	100.0
EYA2	35.0	35.0	35.0	100.0	100.0	100.0	100.0	100.0	100.0
CPA6	36.71	36.709999084472656	36.71	100.0	100.0	100.0	100.0	100.0	100.0
GBA2	35.72	35.720001220703125	35.72	100.0	100.0	100.0	100.0	100.0	100.0
GID4	35.52	35.52000045776367	35.52	100.0	100.0	100.0	99.79	99.79000091552734	99.79
FBXL15	44.69	44.689998626708984	44.69	100.0	100.0	100.0	100.0	100.0	100.0
CEP97	35.26	35.2599983215332	35.26	100.0	100.0	100.0	99.45	99.44999694824219	99.45
TEFM	38.88	38.880001068115234	38.88	100.0	100.0	100.0	100.0	100.0	100.0
GYPE	34.73	34.72999954223633	34.73	100.0	100.0	100.0	99.7	99.69999694824219	99.7
ZBP1	39.56	39.560001373291016	39.56	100.0	100.0	100.0	100.0	100.0	100.0
ZSCAN31	37.88	37.880001068115234	37.88	100.0	100.0	100.0	100.0	100.0	100.0
PEX11G	46.17	46.16999816894531	46.17	100.0	100.0	100.0	100.0	100.0	100.0
RSPH1	41.16	41.15999984741211	41.16	100.0	100.0	100.0	100.0	100.0	100.0
COX7B2	35.34	35.34000015258789	35.34	100.0	100.0	100.0	100.0	100.0	100.0
CD109	35.26	35.2599983215332	35.26	100.0	100.0	100.0	99.96	99.95999908447266	99.96
DPY19L1	41.18	41.18000030517578	41.18	100.0	100.0	100.0	99.82	99.81999969482422	99.82
KHNYN	37.37	37.369998931884766	37.37	100.0	100.0	100.0	99.84	99.83999633789062	99.84
TRIM33	36.44	36.439998626708984	36.44	100.0	100.0	100.0	99.8	99.80000305175781	99.8
ATP6V1D	39.18	39.18000030517578	39.18	100.0	100.0	100.0	100.0	100.0	100.0
MAD2L1	35.91	35.90999984741211	35.91	100.0	100.0	100.0	100.0	100.0	100.0
NVL	38.56	38.560001373291016	38.56	100.0	100.0	100.0	100.0	100.0	100.0
SOD3	41.04	41.040000915527344	41.04	100.0	100.0	100.0	99.93	99.93000030517578	99.93
TRPM2	42.2	42.20000076293945	42.2	100.0	100.0	100.0	100.0	100.0	100.0
SEC31A	36.16	36.15999984741211	36.16	100.0	100.0	100.0	100.0	100.0	100.0
APH1A	38.52	38.52000045776367	38.52	100.0	100.0	100.0	100.0	100.0	100.0
SLC38A8	39.17	39.16999816894531	39.17	100.0	100.0	100.0	100.0	100.0	100.0
SEBOX	37.94	37.939998626708984	37.94	100.0	100.0	100.0	100.0	100.0	100.0
PDCD6IPP2	39.32	39.31999969482422	39.32	100.0	100.0	100.0	100.0	100.0	100.0
TEKT4P2	28.6	28.600000381469727	28.6	99.63	99.62999725341797	99.63	71.11	71.11000061035156	71.11
MIF-AS1	40.61	40.61000061035156	40.61	100.0	100.0	100.0	100.0	100.0	100.0
RAB5IF	43.63	43.630001068115234	43.63	100.0	100.0	100.0	100.0	100.0	100.0
SPIN2A	15.99	15.989999771118164	15.99	91.74	91.73999786376953	91.74	14.1	14.100000381469727	14.1
MIR548I2	41.44	41.439998626708984	41.44	100.0	100.0	100.0	100.0	100.0	100.0
MIR2277	42.41	42.40999984741211	42.41	100.0	100.0	100.0	100.0	100.0	100.0
RGMB-AS1	40.81	40.810001373291016	40.81	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373018	35.44	35.439998626708984	35.44	100.0	100.0	100.0	100.0	100.0	100.0
AVPR1A	40.34	40.34000015258789	40.34	100.0	100.0	100.0	99.78	99.77999877929688	99.78
CHRNA2	37.39	37.38999938964844	37.39	100.0	100.0	100.0	100.0	100.0	100.0
ENO2	36.27	36.27000045776367	36.27	100.0	100.0	100.0	99.96	99.95999908447266	99.96
KLRB1	39.25	39.25	39.25	100.0	100.0	100.0	100.0	100.0	100.0
KRT4	37.82	37.81999969482422	37.82	100.0	100.0	100.0	100.0	100.0	100.0
DUSP14	38.65	38.650001525878906	38.65	100.0	100.0	100.0	99.34	99.33999633789062	99.34
FICD	44.0	44.0	44.0	100.0	100.0	100.0	100.0	100.0	100.0
CHEK2	33.91	33.90999984741211	33.91	100.0	100.0	100.0	100.0	100.0	100.0
FAM50B	51.75	51.75	51.75	100.0	100.0	100.0	100.0	100.0	100.0
PCDH11X	16.92	16.920000076293945	16.92	96.3	96.30000305175781	96.3	27.85	27.850000381469727	27.85
DNAJC5B	34.46	34.459999084472656	34.46	100.0	100.0	100.0	99.34	99.33999633789062	99.34
TMEM203	46.94	46.939998626708984	46.94	100.0	100.0	100.0	100.0	100.0	100.0
EZR-AS1	33.86	33.86000061035156	33.86	100.0	100.0	100.0	100.0	100.0	100.0
PRICKLE2-AS1	37.59	37.59000015258789	37.59	100.0	100.0	100.0	100.0	100.0	100.0
PCDH9-AS2	34.48	34.47999954223633	34.48	100.0	100.0	100.0	100.0	100.0	100.0
CACNA2D3-AS1	39.01	39.0099983215332	39.01	100.0	100.0	100.0	99.86	99.86000061035156	99.86
LOC101928834	37.29	37.290000915527344	37.29	100.0	100.0	100.0	100.0	100.0	100.0
AADACL3	38.64	38.63999938964844	38.64	100.0	100.0	100.0	100.0	100.0	100.0
LINC01728	38.15	38.150001525878906	38.15	100.0	100.0	100.0	100.0	100.0	100.0
CAPS2	39.76	39.7599983215332	39.76	100.0	100.0	100.0	100.0	100.0	100.0
CTAG1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UMODL1	39.55	39.54999923706055	39.55	100.0	100.0	100.0	99.75	99.75	99.75
OR52H1	34.89	34.88999938964844	34.89	100.0	100.0	100.0	100.0	100.0	100.0
OR6C4	39.4	39.400001525878906	39.4	100.0	100.0	100.0	100.0	100.0	100.0
LRRC69	33.26	33.2599983215332	33.26	100.0	100.0	100.0	100.0	100.0	100.0
KIFC3	41.84	41.84000015258789	41.84	100.0	100.0	100.0	100.0	100.0	100.0
LINC01004	35.23	35.22999954223633	35.23	100.0	100.0	100.0	99.95	99.94999694824219	99.95
LOC107985089	40.65	40.650001525878906	40.65	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724093	0.85	0.8500000238418579	0.85	1.93	1.9299999475479126	1.93	0.0	0.0	0.0
MIR7161	53.21	53.209999084472656	53.21	100.0	100.0	100.0	100.0	100.0	100.0
CACNG6	36.52	36.52000045776367	36.52	100.0	100.0	100.0	100.0	100.0	100.0
TICRR	37.9	37.900001525878906	37.9	100.0	100.0	100.0	99.6	99.5999984741211	99.6
CLRN3	35.15	35.150001525878906	35.15	100.0	100.0	100.0	100.0	100.0	100.0
CHODL-AS1	33.64	33.63999938964844	33.64	100.0	100.0	100.0	100.0	100.0	100.0
LINC01591	38.3	38.29999923706055	38.3	99.76	99.76000213623047	99.76	94.44	94.44000244140625	94.44
LINC00442	31.18	31.18000030517578	31.18	100.0	100.0	100.0	99.3	99.30000305175781	99.3
LOC105379080	35.09	35.09000015258789	35.09	100.0	100.0	100.0	99.36	99.36000061035156	99.36
LOC107986488	36.17	36.16999816894531	36.17	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986515	35.28	35.279998779296875	35.28	100.0	100.0	100.0	99.4	99.4000015258789	99.4
LOC105378628	38.19	38.189998626708984	38.19	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378774	39.43	39.43000030517578	39.43	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374245	35.26	35.2599983215332	35.26	100.0	100.0	100.0	100.0	100.0	100.0
C19orf67	43.86	43.86000061035156	43.86	100.0	100.0	100.0	100.0	100.0	100.0
SNORA116	26.08	26.079999923706055	26.08	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373526	36.86	36.86000061035156	36.86	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378309	37.2	37.20000076293945	37.2	100.0	100.0	100.0	98.92	98.91999816894531	98.92
MIR5581	34.42	34.41999816894531	34.42	100.0	100.0	100.0	100.0	100.0	100.0
LINC01852	35.9	35.900001525878906	35.9	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370163	38.9	38.900001525878906	38.9	100.0	100.0	100.0	100.0	100.0	100.0
LOC107987191	33.43	33.43000030517578	33.43	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985435	35.14	35.13999938964844	35.14	100.0	100.0	100.0	98.65	98.6500015258789	98.65
LOC105372629	33.95	33.95000076293945	33.95	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372659	41.82	41.81999969482422	41.82	100.0	100.0	100.0	100.0	100.0	100.0
LOC105376541	33.25	33.25	33.25	100.0	100.0	100.0	99.3	99.30000305175781	99.3
LOC107984347	38.1	38.099998474121094	38.1	100.0	100.0	100.0	99.76	99.76000213623047	99.76
LOC105375559	35.4	35.400001525878906	35.4	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375657	36.69	36.689998626708984	36.69	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375684	32.14	32.13999938964844	32.14	100.0	100.0	100.0	99.62	99.62000274658203	99.62
LOC105379501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC105373122	37.43	37.43000030517578	37.43	100.0	100.0	100.0	100.0	100.0	100.0
TRIML1	37.34	37.34000015258789	37.34	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373244	17.44	17.440000534057617	17.44	98.37	98.37000274658203	98.37	32.18	32.18000030517578	32.18
PLEKHG3	39.71	39.709999084472656	39.71	100.0	100.0	100.0	99.33	99.33000183105469	99.33
CYLD	33.62	33.619998931884766	33.62	100.0	100.0	100.0	99.43	99.43000030517578	99.43
TRAK1	38.7	38.70000076293945	38.7	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370785	33.47	33.470001220703125	33.47	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370823	34.71	34.709999084472656	34.71	100.0	100.0	100.0	99.73	99.7300033569336	99.73
LINC00479	37.9	37.900001525878906	37.9	100.0	100.0	100.0	100.0	100.0	100.0
CEACAM22P	35.59	35.59000015258789	35.59	100.0	100.0	100.0	99.77	99.7699966430664	99.77
BTN2A3P	38.57	38.56999969482422	38.57	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371354	35.88	35.880001068115234	35.88	100.0	100.0	100.0	100.0	100.0	100.0
LOC100506974	35.17	35.16999816894531	35.17	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985077	39.29	39.290000915527344	39.29	100.0	100.0	100.0	100.0	100.0	100.0
LOC107987007	11.58	11.579999923706055	11.58	62.9	62.900001525878906	62.9	15.63	15.630000114440918	15.63
LOC101928397	31.73	31.729999542236328	31.73	100.0	100.0	100.0	97.61	97.61000061035156	97.61
LOC107986736	35.96	35.959999084472656	35.96	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371789	35.16	35.15999984741211	35.16	100.0	100.0	100.0	100.0	100.0	100.0
CAMK2B	41.91	41.90999984741211	41.91	100.0	100.0	100.0	100.0	100.0	100.0
CASP7	38.15	38.150001525878906	38.15	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984750	36.81	36.810001373291016	36.81	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985385	34.76	34.7599983215332	34.76	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985541	34.6	34.599998474121094	34.6	100.0	100.0	100.0	100.0	100.0	100.0
LOC112267940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC105377008	33.69	33.689998626708984	33.69	100.0	100.0	100.0	98.94	98.94000244140625	98.94
LOC105377052	34.69	34.689998626708984	34.69	100.0	100.0	100.0	100.0	100.0	100.0
