symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)
SNORD115-48	38.53	38.529998779296875	38.53	100.0	100.0	100.0	100.0	100.0	100.0
PMS2P2	3.9	3.9000000953674316	3.9	21.91	21.90999984741211	21.91	0.0	0.0	0.0
TSG1	36.57	36.56999969482422	36.57	100.0	100.0	100.0	99.92	99.91999816894531	99.92
DARS2	35.31	35.310001373291016	35.31	100.0	100.0	100.0	99.94	99.94000244140625	99.94
UBE2W	35.02	35.02000045776367	35.02	100.0	100.0	100.0	99.87	99.87000274658203	99.87
LOC101929066	34.35	34.349998474121094	34.35	100.0	100.0	100.0	99.78	99.77999877929688	99.78
LOC101929415	36.1	36.099998474121094	36.1	100.0	100.0	100.0	99.96	99.95999908447266	99.96
LINC02541	33.66	33.65999984741211	33.66	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724450	40.73	40.72999954223633	40.73	100.0	100.0	100.0	100.0	100.0	100.0
LINC02293	34.98	34.97999954223633	34.98	100.0	100.0	100.0	99.84	99.83999633789062	99.84
LOC101928358	17.22	17.219999313354492	17.22	91.77	91.7699966430664	91.77	36.87	36.869998931884766	36.87
MIR381HG	40.99	40.9900016784668	40.99	100.0	100.0	100.0	100.0	100.0	100.0
MIR6726	51.92	51.91999816894531	51.92	100.0	100.0	100.0	100.0	100.0	100.0
CXCR1	40.8	40.79999923706055	40.8	100.0	100.0	100.0	100.0	100.0	100.0
SNORD14B	41.62	41.619998931884766	41.62	100.0	100.0	100.0	100.0	100.0	100.0
RFXANK	41.82	41.81999969482422	41.82	100.0	100.0	100.0	100.0	100.0	100.0
RNASET2	46.58	46.58000183105469	46.58	100.0	100.0	100.0	100.0	100.0	100.0
ALDH4A1	43.51	43.5099983215332	43.51	100.0	100.0	100.0	98.61	98.61000061035156	98.61
FGF11	32.05	32.04999923706055	32.05	100.0	100.0	100.0	98.43	98.43000030517578	98.43
RAB1A	38.45	38.45000076293945	38.45	100.0	100.0	100.0	100.0	100.0	100.0
ZGPAT	47.09	47.09000015258789	47.09	100.0	100.0	100.0	100.0	100.0	100.0
KRTAP19-2	34.14	34.13999938964844	34.14	100.0	100.0	100.0	100.0	100.0	100.0
PLOD2	35.74	35.7400016784668	35.74	100.0	100.0	100.0	99.9	99.9000015258789	99.9
KIF24	36.2	36.20000076293945	36.2	100.0	100.0	100.0	99.95	99.94999694824219	99.95
CLECL1	33.3	33.29999923706055	33.3	100.0	100.0	100.0	99.85	99.8499984741211	99.85
SAR1B	35.5	35.5	35.5	100.0	100.0	100.0	99.88	99.87999725341797	99.88
LOC107983971	38.06	38.060001373291016	38.06	100.0	100.0	100.0	100.0	100.0	100.0
SLC24A4	38.94	38.939998626708984	38.94	100.0	100.0	100.0	99.46	99.45999908447266	99.46
CFAP57	36.73	36.72999954223633	36.73	100.0	100.0	100.0	99.14	99.13999938964844	99.14
ABCC6	36.84	36.84000015258789	36.84	100.0	100.0	100.0	99.57	99.56999969482422	99.57
GTPBP8	43.23	43.22999954223633	43.23	100.0	100.0	100.0	100.0	100.0	100.0
IL17B	37.59	37.59000015258789	37.59	100.0	100.0	100.0	100.0	100.0	100.0
MPZL2	40.75	40.75	40.75	100.0	100.0	100.0	100.0	100.0	100.0
TRIM22	38.21	38.209999084472656	38.21	100.0	100.0	100.0	100.0	100.0	100.0
TMEM245	35.39	35.38999938964844	35.39	100.0	100.0	100.0	99.76	99.76000213623047	99.76
IQCG	37.9	37.900001525878906	37.9	100.0	100.0	100.0	100.0	100.0	100.0
POMGNT2	42.71	42.709999084472656	42.71	100.0	100.0	100.0	100.0	100.0	100.0
MRPS14	36.67	36.66999816894531	36.67	100.0	100.0	100.0	100.0	100.0	100.0
CLSTN2	37.19	37.189998626708984	37.19	100.0	100.0	100.0	99.82	99.81999969482422	99.82
LGALS8	35.51	35.5099983215332	35.51	100.0	100.0	100.0	99.24	99.23999786376953	99.24
FITM1	36.82	36.81999969482422	36.82	100.0	100.0	100.0	100.0	100.0	100.0
GNL1	37.42	37.41999816894531	37.42	100.0	100.0	100.0	100.0	100.0	100.0
PDHA2	45.82	45.81999969482422	45.82	100.0	100.0	100.0	100.0	100.0	100.0
KRT7	40.24	40.2400016784668	40.24	100.0	100.0	100.0	100.0	100.0	100.0
CHMP1B	37.97	37.970001220703125	37.97	100.0	100.0	100.0	100.0	100.0	100.0
MPPE1	39.6	39.599998474121094	39.6	100.0	100.0	100.0	100.0	100.0	100.0
NABP2	36.29	36.290000915527344	36.29	100.0	100.0	100.0	100.0	100.0	100.0
ZFYVE21	42.37	42.369998931884766	42.37	100.0	100.0	100.0	99.31	99.30999755859375	99.31
DALRD3	42.46	42.459999084472656	42.46	100.0	100.0	100.0	100.0	100.0	100.0
MTX3	38.6	38.599998474121094	38.6	100.0	100.0	100.0	100.0	100.0	100.0
IFIT1B	31.97	31.969999313354492	31.97	100.0	100.0	100.0	100.0	100.0	100.0
CENPP	42.24	42.2400016784668	42.24	100.0	100.0	100.0	100.0	100.0	100.0
PRAMEF5	7.65	7.650000095367432	7.65	34.12	34.119998931884766	34.12	5.34	5.340000152587891	5.34
CARS	39.21	39.209999084472656	39.21	100.0	100.0	100.0	99.89	99.88999938964844	99.89
SESN2	39.76	39.7599983215332	39.76	100.0	100.0	100.0	100.0	100.0	100.0
USHBP1	38.71	38.709999084472656	38.71	100.0	100.0	100.0	100.0	100.0	100.0
CDCA5	37.38	37.380001068115234	37.38	100.0	100.0	100.0	100.0	100.0	100.0
ACOT12	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.65	99.6500015258789	99.65
HERC4	36.02	36.02000045776367	36.02	100.0	100.0	100.0	99.55	99.55000305175781	99.55
NSDHL	19.56	19.559999465942383	19.56	100.0	100.0	100.0	48.43	48.43000030517578	48.43
TMBIM4	37.54	37.540000915527344	37.54	100.0	100.0	100.0	100.0	100.0	100.0
PTPN12	37.83	37.83000183105469	37.83	99.91	99.91000366210938	99.91	98.57	98.56999969482422	98.57
LINC01563	37.37	37.369998931884766	37.37	100.0	100.0	100.0	100.0	100.0	100.0
LOC103171574	45.84	45.84000015258789	45.84	93.97	93.97000122070312	93.97	70.25	70.25	70.25
SP100	34.82	34.81999969482422	34.82	100.0	100.0	100.0	100.0	100.0	100.0
ZNF629	41.1	41.099998474121094	41.1	100.0	100.0	100.0	98.95	98.94999694824219	98.95
SOCS2-AS1	35.79	35.790000915527344	35.79	100.0	100.0	100.0	100.0	100.0	100.0
LOC100506274	36.33	36.33000183105469	36.33	100.0	100.0	100.0	100.0	100.0	100.0
DHX33	35.46	35.459999084472656	35.46	99.61	99.61000061035156	99.61	96.76	96.76000213623047	96.76
MIR2052HG	33.96	33.959999084472656	33.96	100.0	100.0	100.0	96.89	96.88999938964844	96.89
LGALS8-AS1	34.23	34.22999954223633	34.23	100.0	100.0	100.0	100.0	100.0	100.0
IGFBP7-AS1	33.39	33.38999938964844	33.39	100.0	100.0	100.0	100.0	100.0	100.0
CCK	37.12	37.119998931884766	37.12	100.0	100.0	100.0	97.76	97.76000213623047	97.76
CHRM1	44.27	44.27000045776367	44.27	100.0	100.0	100.0	100.0	100.0	100.0
COX6B1	37.37	37.369998931884766	37.37	100.0	100.0	100.0	100.0	100.0	100.0
AFF2	18.19	18.190000534057617	18.19	96.81	96.80999755859375	96.81	35.15	35.150001525878906	35.15
PFAS	36.77	36.77000045776367	36.77	100.0	100.0	100.0	99.93	99.93000030517578	99.93
TRIM5	39.82	39.81999969482422	39.82	100.0	100.0	100.0	99.91	99.91000366210938	99.91
DEFA11P	35.33	35.33000183105469	35.33	100.0	100.0	100.0	100.0	100.0	100.0
LOC100507373	36.35	36.349998474121094	36.35	100.0	100.0	100.0	100.0	100.0	100.0
FRMPD3-AS1	17.12	17.1200008392334	17.12	100.0	100.0	100.0	22.54	22.540000915527344	22.54
USP10	38.17	38.16999816894531	38.17	100.0	100.0	100.0	100.0	100.0	100.0
TSPY1	29.35	29.350000381469727	29.35	80.96	80.95999908447266	80.96	56.16	56.15999984741211	56.16
NXPH3	41.69	41.689998626708984	41.69	100.0	100.0	100.0	99.87	99.87000274658203	99.87
LOC100507472	44.41	44.40999984741211	44.41	100.0	100.0	100.0	100.0	100.0	100.0
LOC100128568	37.58	37.58000183105469	37.58	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374205	37.38	37.380001068115234	37.38	100.0	100.0	100.0	100.0	100.0	100.0
ETDA	12.73	12.729999542236328	12.73	60.44	60.439998626708984	60.44	18.67	18.670000076293945	18.67
CYR61	36.02	36.02000045776367	36.02	100.0	100.0	100.0	100.0	100.0	100.0
SAMD1	32.29	32.290000915527344	32.29	97.14	97.13999938964844	97.14	81.63	81.62999725341797	81.63
ADAT3	47.0	47.0	47.0	100.0	100.0	100.0	100.0	100.0	100.0
MSR1	35.15	35.150001525878906	35.15	100.0	100.0	100.0	98.19	98.19000244140625	98.19
BIRC7	45.91	45.90999984741211	45.91	100.0	100.0	100.0	100.0	100.0	100.0
KCNH5	41.55	41.54999923706055	41.55	100.0	100.0	100.0	100.0	100.0	100.0
TMEM220	37.2	37.20000076293945	37.2	100.0	100.0	100.0	100.0	100.0	100.0
OR9G1	74.9	74.9000015258789	74.9	100.0	100.0	100.0	100.0	100.0	100.0
OR4B1	39.71	39.709999084472656	39.71	100.0	100.0	100.0	100.0	100.0	100.0
AKT2	38.33	38.33000183105469	38.33	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378256	42.4	42.400001525878906	42.4	100.0	100.0	100.0	100.0	100.0	100.0
LINC01630	34.46	34.459999084472656	34.46	100.0	100.0	100.0	100.0	100.0	100.0
LHFPL3-AS1	36.59	36.59000015258789	36.59	100.0	100.0	100.0	100.0	100.0	100.0
MIR3118-2	8.01	8.010000228881836	8.01	32.0	32.0	32.0	0.0	0.0	0.0
FLJ21408	35.73	35.72999954223633	35.73	100.0	100.0	100.0	100.0	100.0	100.0
LOC101929976	36.55	36.54999923706055	36.55	100.0	100.0	100.0	100.0	100.0	100.0
LOC102723819	5.47	5.46999979019165	5.47	32.22	32.220001220703125	32.22	0.0	0.0	0.0
LOC100506725	33.41	33.40999984741211	33.41	100.0	100.0	100.0	100.0	100.0	100.0
CXorf38	17.77	17.770000457763672	17.77	97.08	97.08000183105469	97.08	36.54	36.540000915527344	36.54
UPRT	19.12	19.1200008392334	19.12	100.0	100.0	100.0	46.22	46.220001220703125	46.22
SPANXA2	0.66	0.6600000262260437	0.66	0.0	0.0	0.0	0.0	0.0	0.0
ZNF511	43.5	43.5	43.5	100.0	100.0	100.0	100.0	100.0	100.0
BTF3L4	37.03	37.029998779296875	37.03	100.0	100.0	100.0	98.99	98.98999786376953	98.99
EID2B	40.98	40.97999954223633	40.98	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372439	39.68	39.68000030517578	39.68	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372697	36.25	36.25	36.25	100.0	100.0	100.0	100.0	100.0	100.0
LOC112267944	34.67	34.66999816894531	34.67	100.0	100.0	100.0	96.61	96.61000061035156	96.61
LOC107986448	34.84	34.84000015258789	34.84	100.0	100.0	100.0	99.29	99.29000091552734	99.29
LOC105378653	34.48	34.47999954223633	34.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378794	36.5	36.5	36.5	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375846	37.01	37.0099983215332	37.01	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373746	39.61	39.61000061035156	39.61	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373873	38.47	38.470001220703125	38.47	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373884	37.43	37.43000030517578	37.43	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374262	34.42	34.41999816894531	34.42	100.0	100.0	100.0	100.0	100.0	100.0
LOC112267860	44.85	44.849998474121094	44.85	100.0	100.0	100.0	100.0	100.0	100.0
SNORD3K	38.48	38.47999954223633	38.48	100.0	100.0	100.0	100.0	100.0	100.0
RNA28SN1	6.02	6.019999980926514	6.02	12.08	12.079999923706055	12.08	11.13	11.130000114440918	11.13
SNORD13B-1	1.53	1.5299999713897705	1.53	0.0	0.0	0.0	0.0	0.0	0.0
KCTD19	36.19	36.189998626708984	36.19	100.0	100.0	100.0	100.0	100.0	100.0
LINGO3	49.19	49.189998626708984	49.19	100.0	100.0	100.0	100.0	100.0	100.0
LOC102723512	35.3	35.29999923706055	35.3	100.0	100.0	100.0	98.66	98.66000366210938	98.66
LINC00354	42.14	42.13999938964844	42.14	100.0	100.0	100.0	100.0	100.0	100.0
COL1A2-AS1	35.38	35.380001068115234	35.38	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984442	41.67	41.66999816894531	41.67	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377806	34.13	34.130001068115234	34.13	92.68	92.68000030517578	92.68	89.66	89.66000366210938	89.66
LOC105378956	35.13	35.130001068115234	35.13	100.0	100.0	100.0	97.35	97.3499984741211	97.35
LOC105375543	37.72	37.720001220703125	37.72	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375671	43.0	43.0	43.0	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986173	39.17	39.16999816894531	39.17	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986195	37.07	37.06999969482422	37.07	100.0	100.0	100.0	99.86	99.86000061035156	99.86
LOC105379395	33.19	33.189998626708984	33.19	100.0	100.0	100.0	99.04	99.04000091552734	99.04
LOC105371113	33.97	33.970001220703125	33.97	100.0	100.0	100.0	99.75	99.75	99.75
OTOP1	40.63	40.630001068115234	40.63	100.0	100.0	100.0	100.0	100.0	100.0
DNAAF1	37.94	37.939998626708984	37.94	100.0	100.0	100.0	100.0	100.0	100.0
INAFM1	47.18	47.18000030517578	47.18	100.0	100.0	100.0	100.0	100.0	100.0
RPL14	40.42	40.41999816894531	40.42	100.0	100.0	100.0	100.0	100.0	100.0
NF1	34.33	34.33000183105469	34.33	100.0	100.0	100.0	99.69	99.69000244140625	99.69
LOC105370220	35.75	35.75	35.75	100.0	100.0	100.0	98.64	98.63999938964844	98.64
LOC105370275	35.65	35.650001525878906	35.65	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371106	36.94	36.939998626708984	36.94	100.0	100.0	100.0	99.11	99.11000061035156	99.11
LOC105370586	39.42	39.41999816894531	39.42	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370619	37.96	37.959999084472656	37.96	100.0	100.0	100.0	100.0	100.0	100.0
LINC02311	37.9	37.900001525878906	37.9	100.0	100.0	100.0	100.0	100.0	100.0
LINC02068	37.07	37.06999969482422	37.07	100.0	100.0	100.0	100.0	100.0	100.0
SNORA80B	31.81	31.809999465942383	31.81	100.0	100.0	100.0	100.0	100.0	100.0
SULT6B2P	34.48	34.47999954223633	34.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984823	39.5	39.5	39.5	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984819	36.45	36.45000076293945	36.45	100.0	100.0	100.0	100.0	100.0	100.0
USP54	33.43	33.43000030517578	33.43	100.0	100.0	100.0	99.32	99.31999969482422	99.32
LOC105375249	34.02	34.02000045776367	34.02	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986739	37.33	37.33000183105469	37.33	100.0	100.0	100.0	100.0	100.0	100.0
CACNA1E	35.09	35.09000015258789	35.09	100.0	100.0	100.0	99.48	99.4800033569336	99.48
LOC105377775	34.55	34.54999923706055	34.55	100.0	100.0	100.0	99.66	99.66000366210938	99.66
LOC105376479	39.15	39.150001525878906	39.15	100.0	100.0	100.0	100.0	100.0	100.0
LOC105376601	34.39	34.38999938964844	34.39	100.0	100.0	100.0	97.73	97.7300033569336	97.73
LOC100132813	36.85	36.849998474121094	36.85	100.0	100.0	100.0	99.71	99.70999908447266	99.71
LOC105373431	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0
LINC01853	30.48	30.479999542236328	30.48	100.0	100.0	100.0	99.87	99.87000274658203	99.87
LOC105376684	42.35	42.349998474121094	42.35	100.0	100.0	100.0	100.0	100.0	100.0
ANKRD42	35.13	35.130001068115234	35.13	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374634	38.11	38.11000061035156	38.11	100.0	100.0	100.0	100.0	100.0	100.0
LOC107983980	35.42	35.41999816894531	35.42	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985822	35.56	35.560001373291016	35.56	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374029	35.39	35.38999938964844	35.39	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377397	31.08	31.079999923706055	31.08	100.0	100.0	100.0	97.71	97.70999908447266	97.71
LOC105374325	38.19	38.189998626708984	38.19	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374697	40.21	40.209999084472656	40.21	100.0	100.0	100.0	100.0	100.0	100.0
MIR609	34.34	34.34000015258789	34.34	100.0	100.0	100.0	100.0	100.0	100.0
MIR758	31.15	31.149999618530273	31.15	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371932	42.18	42.18000030517578	42.18	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370419	35.4	35.400001525878906	35.4	100.0	100.0	100.0	100.0	100.0	100.0
CES5A	38.51	38.5099983215332	38.51	100.0	100.0	100.0	100.0	100.0	100.0
C6orf52	35.71	35.709999084472656	35.71	100.0	100.0	100.0	100.0	100.0	100.0
CCDC166	41.92	41.91999816894531	41.92	100.0	100.0	100.0	100.0	100.0	100.0
COPS9	42.84	42.84000015258789	42.84	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374699	29.91	29.90999984741211	29.91	100.0	100.0	100.0	94.66	94.66000366210938	94.66
SNX27	35.29	35.290000915527344	35.29	100.0	100.0	100.0	99.18	99.18000030517578	99.18
GRB10	36.25	36.25	36.25	100.0	100.0	100.0	100.0	100.0	100.0
KRTAP20-4	38.16	38.15999984741211	38.16	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375060	37.56	37.560001373291016	37.56	100.0	100.0	100.0	100.0	100.0	100.0
LOC105376722	30.9	30.899999618530273	30.9	90.57	90.56999969482422	90.57	84.07	84.06999969482422	84.07
LOC105375996	40.0	40.0	40.0	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378486	36.48	36.47999954223633	36.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378496	33.96	33.959999084472656	33.96	100.0	100.0	100.0	98.64	98.63999938964844	98.64
LOC112268459	32.61	32.61000061035156	32.61	100.0	100.0	100.0	99.91	99.91000366210938	99.91
LOC112268134	32.58	32.58000183105469	32.58	100.0	100.0	100.0	98.83	98.83000183105469	98.83
LOC105378802	35.08	35.08000183105469	35.08	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985447	36.94	36.939998626708984	36.94	100.0	100.0	100.0	100.0	100.0	100.0
LOC101927506	33.38	33.380001068115234	33.38	98.32	98.31999969482422	98.32	86.45	86.44999694824219	86.45
CFAP97D2	37.45	37.45000076293945	37.45	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986217	34.3	34.29999923706055	34.3	89.27	89.2699966430664	89.27	87.44	87.44000244140625	87.44
ANKRD18DP	37.39	37.38999938964844	37.39	100.0	100.0	100.0	100.0	100.0	100.0
NDUFC2	37.26	37.2599983215332	37.26	100.0	100.0	100.0	100.0	100.0	100.0
USP9Y	17.85	17.850000381469727	17.85	97.7	97.69999694824219	97.7	32.53	32.529998779296875	32.53
VNN1	37.45	37.45000076293945	37.45	100.0	100.0	100.0	98.34	98.33999633789062	98.34
OXSM	38.02	38.02000045776367	38.02	100.0	100.0	100.0	100.0	100.0	100.0
SHQ1	35.18	35.18000030517578	35.18	100.0	100.0	100.0	100.0	100.0	100.0
TMLHE	6.7	6.699999809265137	6.7	31.71	31.709999084472656	31.71	10.1	10.100000381469727	10.1
PCMTD2	36.91	36.90999984741211	36.91	100.0	100.0	100.0	99.8	99.80000305175781	99.8
TBC1D22A-AS1	36.26	36.2599983215332	36.26	100.0	100.0	100.0	100.0	100.0	100.0
TMEM92-AS1	30.19	30.190000534057617	30.19	100.0	100.0	100.0	98.8	98.80000305175781	98.8
LOC728673	22.23	22.229999542236328	22.23	75.83	75.83000183105469	75.83	48.61	48.61000061035156	48.61
ATP6V1B1-AS1	39.57	39.56999969482422	39.57	100.0	100.0	100.0	100.0	100.0	100.0
LOC101927967	40.46	40.459999084472656	40.46	100.0	100.0	100.0	100.0	100.0	100.0
LINC01246	32.11	32.11000061035156	32.11	100.0	100.0	100.0	98.34	98.33999633789062	98.34
LOC100996447	36.78	36.779998779296875	36.78	100.0	100.0	100.0	100.0	100.0	100.0
LINC01265	34.16	34.15999984741211	34.16	100.0	100.0	100.0	97.25	97.25	97.25
LINC01338	36.26	36.2599983215332	36.26	100.0	100.0	100.0	100.0	100.0	100.0
MIR6084	36.62	36.619998931884766	36.62	100.0	100.0	100.0	100.0	100.0	100.0
PECAM1	37.32	37.31999969482422	37.32	100.0	100.0	100.0	100.0	100.0	100.0
PMS2	21.63	21.6299991607666	21.63	64.39	64.38999938964844	64.39	50.35	50.349998474121094	50.35
RAG2	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0
TTTY3B	2.2	2.200000047683716	2.2	0.0	0.0	0.0	0.0	0.0	0.0
SNORD26	45.37	45.369998931884766	45.37	100.0	100.0	100.0	100.0	100.0	100.0
BRD7P3	37.65	37.650001525878906	37.65	100.0	100.0	100.0	99.88	99.87999725341797	99.88
SNORA2B	45.85	45.849998474121094	45.85	100.0	100.0	100.0	100.0	100.0	100.0
CCT6P1	39.93	39.93000030517578	39.93	100.0	100.0	100.0	100.0	100.0	100.0
TMEM150A	40.1	40.099998474121094	40.1	100.0	100.0	100.0	100.0	100.0	100.0
ENTPD8	43.4	43.400001525878906	43.4	100.0	100.0	100.0	100.0	100.0	100.0
CABP1	37.01	37.0099983215332	37.01	100.0	100.0	100.0	97.26	97.26000213623047	97.26
PEA15	35.92	35.91999816894531	35.92	100.0	100.0	100.0	97.35	97.3499984741211	97.35
SLC16A9	41.07	41.06999969482422	41.07	100.0	100.0	100.0	100.0	100.0	100.0
OR4Q3	35.33	35.33000183105469	35.33	100.0	100.0	100.0	99.89	99.88999938964844	99.89
MAGEB18	18.38	18.3799991607666	18.38	99.94	99.94000244140625	99.94	36.48	36.47999954223633	36.48
ETV7	38.0	38.0	38.0	100.0	100.0	100.0	100.0	100.0	100.0
CBX3	30.52	30.520000457763672	30.52	100.0	100.0	100.0	99.05	99.05000305175781	99.05
TAS2R3	30.7	30.700000762939453	30.7	100.0	100.0	100.0	100.0	100.0	100.0
LOC100506235	34.17	34.16999816894531	34.17	100.0	100.0	100.0	100.0	100.0	100.0
EME1	31.86	31.860000610351562	31.86	100.0	100.0	100.0	98.23	98.2300033569336	98.23
FAM133B	29.28	29.280000686645508	29.28	95.57	95.56999969482422	95.57	81.4	81.4000015258789	81.4
ENPP6	36.7	36.70000076293945	36.7	100.0	100.0	100.0	99.9	99.9000015258789	99.9
SSX2IP	37.19	37.189998626708984	37.19	100.0	100.0	100.0	100.0	100.0	100.0
SLC26A11	39.83	39.83000183105469	39.83	100.0	100.0	100.0	100.0	100.0	100.0
PYCR2	35.89	35.88999938964844	35.89	100.0	100.0	100.0	92.49	92.48999786376953	92.49
YAF2	37.33	37.33000183105469	37.33	100.0	100.0	100.0	100.0	100.0	100.0
MELTF	44.43	44.43000030517578	44.43	100.0	100.0	100.0	100.0	100.0	100.0
PPP2R5B	41.37	41.369998931884766	41.37	100.0	100.0	100.0	100.0	100.0	100.0
C2orf16	35.35	35.349998474121094	35.35	100.0	100.0	100.0	99.98	99.9800033569336	99.98
SLC25A33	37.47	37.470001220703125	37.47	100.0	100.0	100.0	99.66	99.66000366210938	99.66
PGBD1	37.17	37.16999816894531	37.17	100.0	100.0	100.0	100.0	100.0	100.0
NTNG2	41.77	41.77000045776367	41.77	100.0	100.0	100.0	100.0	100.0	100.0
PIGO	40.03	40.029998779296875	40.03	100.0	100.0	100.0	100.0	100.0	100.0
NUDT3	42.92	42.91999816894531	42.92	100.0	100.0	100.0	100.0	100.0	100.0
MYOT	36.31	36.310001373291016	36.31	100.0	100.0	100.0	100.0	100.0	100.0
YWHAQ	35.69	35.689998626708984	35.69	100.0	100.0	100.0	100.0	100.0	100.0
HPS4	36.4	36.400001525878906	36.4	100.0	100.0	100.0	100.0	100.0	100.0
SERTAD3	36.54	36.540000915527344	36.54	100.0	100.0	100.0	100.0	100.0	100.0
TMEM207	33.71	33.709999084472656	33.71	100.0	100.0	100.0	99.86	99.86000061035156	99.86
PRRT3	46.63	46.630001068115234	46.63	100.0	100.0	100.0	100.0	100.0	100.0
KCNJ8	40.0	40.0	40.0	100.0	100.0	100.0	98.07	98.06999969482422	98.07
IDH3A	38.41	38.40999984741211	38.41	100.0	100.0	100.0	99.89	99.88999938964844	99.89
COL8A1	41.43	41.43000030517578	41.43	100.0	100.0	100.0	100.0	100.0	100.0
PPM1A	33.57	33.56999969482422	33.57	100.0	100.0	100.0	97.45	97.44999694824219	97.45
ZP4	34.13	34.130001068115234	34.13	100.0	100.0	100.0	98.93	98.93000030517578	98.93
TMEM108	37.82	37.81999969482422	37.82	100.0	100.0	100.0	100.0	100.0	100.0
C1orf54	35.8	35.79999923706055	35.8	100.0	100.0	100.0	100.0	100.0	100.0
SNX22	35.99	35.9900016784668	35.99	100.0	100.0	100.0	98.78	98.77999877929688	98.78
TGS1	37.92	37.91999816894531	37.92	100.0	100.0	100.0	100.0	100.0	100.0
KLHL18	35.53	35.529998779296875	35.53	100.0	100.0	100.0	99.47	99.47000122070312	99.47
FRAS1	35.29	35.290000915527344	35.29	100.0	100.0	100.0	99.83	99.83000183105469	99.83
ZFP2	35.8	35.79999923706055	35.8	100.0	100.0	100.0	100.0	100.0	100.0
GSDMC	37.57	37.56999969482422	37.57	100.0	100.0	100.0	100.0	100.0	100.0
FAM207A	43.31	43.310001373291016	43.31	100.0	100.0	100.0	100.0	100.0	100.0
TECTB	35.41	35.40999984741211	35.41	100.0	100.0	100.0	100.0	100.0	100.0
WIPF2	36.15	36.150001525878906	36.15	100.0	100.0	100.0	99.95	99.94999694824219	99.95
RBBP8	38.57	38.56999969482422	38.57	100.0	100.0	100.0	100.0	100.0	100.0
LINC02538	39.18	39.18000030517578	39.18	100.0	100.0	100.0	100.0	100.0	100.0
LOC100653233	20.83	20.829999923706055	20.83	98.15	98.1500015258789	98.15	32.7	32.70000076293945	32.7
RAB30-AS1	37.86	37.86000061035156	37.86	100.0	100.0	100.0	100.0	100.0	100.0
PCDHGB2	42.77	42.77000045776367	42.77	100.0	100.0	100.0	100.0	100.0	100.0
ERO1B	36.69	36.689998626708984	36.69	100.0	100.0	100.0	99.68	99.68000030517578	99.68
ERCC6L2	35.14	35.13999938964844	35.14	100.0	100.0	100.0	98.99	98.98999786376953	98.99
HCP5B	38.27	38.27000045776367	38.27	100.0	100.0	100.0	100.0	100.0	100.0
LINC01056	43.14	43.13999938964844	43.14	100.0	100.0	100.0	100.0	100.0	100.0
RPL10A	36.16	36.15999984741211	36.16	100.0	100.0	100.0	100.0	100.0	100.0
VIL1	37.25	37.25	37.25	100.0	100.0	100.0	100.0	100.0	100.0
POLG2	39.03	39.029998779296875	39.03	100.0	100.0	100.0	100.0	100.0	100.0
GPR176	38.7	38.70000076293945	38.7	100.0	100.0	100.0	100.0	100.0	100.0
FZD4	37.32	37.31999969482422	37.32	100.0	100.0	100.0	99.96	99.95999908447266	99.96
NUBP2	45.3	45.29999923706055	45.3	100.0	100.0	100.0	100.0	100.0	100.0
